WS_ID,Name,Primary_MIC,Primary_Ticker,Yahoo_Symbol,HKEX_Code_Norm,Prior_HKEX_ISIN_Norm,Current_HKEX_Stock_Code,Current_HKEX_Category,Current_HKEX_Sub_Category,Current_HKEX_ISIN,Current_HKEX_ISIN_Norm,Current_ISIN_Match_v0_26,Identity_Match_Status_v0_26,Semantics_Status_v0_26,Instrument_Decision_v0_26,Strict_Security_Type_Semantics_v0_27,Instrument_Decision_v0_27,Eligibility_Promotion_v0_27,Reason_v0_27
WS:XHKG:1299,AIA,XHKG,1299,1299.HK,01299,HK0000069689,01299,Equity,Equity Securities (Main Board),HK0000069689,HK0000069689,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:1378,CHINAHONGQIAO,XHKG,1378,1378.HK,01378,KYG211501005,01378,Equity,Equity Securities (Main Board),KYG211501005,KYG211501005,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:1398,ICBC,XHKG,1398,1398.HK,01398,CNE1000003G1,01398,Equity,Equity Securities (Main Board),CNE1000003G1,CNE1000003G1,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:1519,J&T EXPRESS - W,XHKG,1519,1519.HK,01519,KYG4990A1040,01519,Equity,Equity Securities (Main Board),KYG4990A1040,KYG4990A1040,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:16,SHK PPT,XHKG,16,0016.HK,00016,HK0016000132,00016,Equity,Equity Securities (Main Board),HK0016000132,HK0016000132,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:175,GEELY AUTO,XHKG,175,0175.HK,00175,KYG3777B1032,00175,Equity,Equity Securities (Main Board),KYG3777B1032,KYG3777B1032,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:1801,INNOVENT BIO,XHKG,1801,1801.HK,01801,KYG4818G1010,01801,Equity,Equity Securities (Main Board),KYG4818G1010,KYG4818G1010,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:1810,XIAOMI - W,XHKG,1810,1810.HK,01810,KYG9830T1067,01810,Equity,Equity Securities (Main Board),KYG9830T1067,KYG9830T1067,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:1928,SANDS CHINA LTD,XHKG,1928,1928.HK,01928,KYG7800X1079,01928,Equity,Equity Securities (Main Board),KYG7800X1079,KYG7800X1079,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:1929,CHOW TAI FOOK,XHKG,1929,1929.HK,01929,KYG211461085,01929,Equity,Equity Securities (Main Board),KYG211461085,KYG211461085,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2,CLP HOLDINGS,XHKG,2,0002.HK,00002,HK0002007356,00002,Equity,Equity Securities (Main Board),HK0002007356,HK0002007356,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2015,LI AUTO - W,XHKG,2015,2015.HK,02015,KYG5479M1050,02015,Equity,Equity Securities (Main Board),KYG5479M1050,KYG5479M1050,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2020,ANTA SPORTS,XHKG,2020,2020.HK,02020,KYG040111059,02020,Equity,Equity Securities (Main Board),KYG040111059,KYG040111059,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2057,ZTO EXPRESS - W,XHKG,2057,2057.HK,02057,KYG9897K1058,02057,Equity,Equity Securities (Main Board),KYG9897K1058,KYG9897K1058,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2269,WUXI BIO,XHKG,2269,2269.HK,02269,KYG970081173,02269,Equity,Equity Securities (Main Board),KYG970081173,KYG970081173,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2313,SHENZHOU INTL,XHKG,2313,2313.HK,02313,KYG8087W1015,02313,Equity,Equity Securities (Main Board),KYG8087W1015,KYG8087W1015,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2318,PING AN,XHKG,2318,2318.HK,02318,CNE1000003X6,02318,Equity,Equity Securities (Main Board),CNE1000003X6,CNE1000003X6,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2319,MENGNIU DAIRY,XHKG,2319,2319.HK,02319,KYG210961051,02319,Equity,Equity Securities (Main Board),KYG210961051,KYG210961051,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2331,LI NING,XHKG,2331,2331.HK,02331,KYG5496K1242,02331,Equity,Equity Securities (Main Board),KYG5496K1242,KYG5496K1242,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2359,WUXI APPTEC,XHKG,2359,2359.HK,02359,CNE100003F19,02359,Equity,Equity Securities (Main Board),CNE100003F19,CNE100003F19,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2382,SUNNY OPTICAL,XHKG,2382,2382.HK,02382,KYG8586D1097,02382,Equity,Equity Securities (Main Board),KYG8586D1097,KYG8586D1097,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2388,BOC HONG KONG,XHKG,2388,2388.HK,02388,HK2388011192,02388,Equity,Equity Securities (Main Board),HK2388011192,HK2388011192,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:241,ALI HEALTH,XHKG,241,0241.HK,00241,BMG0171K1018,00241,Equity,Equity Securities (Main Board),BMG0171K1018,BMG0171K1018,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2600,CHALCO,XHKG,2600,2600.HK,02600,CNE1000001T8,02600,Equity,Equity Securities (Main Board),CNE1000001T8,CNE1000001T8,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2618,JD LOGISTICS,XHKG,2618,2618.HK,02618,KYG5074S1012,02618,Equity,Equity Securities (Main Board),KYG5074S1012,KYG5074S1012,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2628,CHINA LIFE,XHKG,2628,2628.HK,02628,CNE1000002L3,02628,Equity,Equity Securities (Main Board),CNE1000002L3,CNE1000002L3,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:267,CITIC,XHKG,267,0267.HK,00267,HK0267001375,00267,Equity,Equity Securities (Main Board),HK0267001375,HK0267001375,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2688,ENN ENERGY,XHKG,2688,2688.HK,02688,KYG3066L1014,02688,Equity,Equity Securities (Main Board),KYG3066L1014,KYG3066L1014,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:27,GALAXY ENT,XHKG,27,0027.HK,00027,HK0027032686,00027,Equity,Equity Securities (Main Board),HK0027032686,HK0027032686,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:285,BYD ELECTRONIC,XHKG,285,0285.HK,00285,HK0285041858,00285,Equity,Equity Securities (Main Board),HK0285041858,HK0285041858,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:288,WH GROUP,XHKG,288,0288.HK,00288,KYG960071028,00288,Equity,Equity Securities (Main Board),KYG960071028,KYG960071028,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
WS:XHKG:2899,ZIJIN MINING,XHKG,2899,2899.HK,02899,CNE100000502,02899,Equity,Equity Securities (Main Board),CNE100000502,CNE100000502,True,EXACT_STOCK_CODE_AND_ISIN_COMPATIBLE,IDENTITY_AND_CATEGORY_MATERIALIZED_SEMANTICS_NOT_PROMOTED,UNCHANGED_NOT_VERIFIED,HKEX_EQUITY_MAIN_BOARD_IDENTITY_VERIFIED_SUBTYPE_NOT_STRICTLY_PROVEN,UNCHANGED_NOT_VERIFIED,False,"Official Category/Sub-Category proves HKEX equity/Main Board membership, but frozen evidence does not prove strict Common/Ordinary Share subtype for each security."
