WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes,G3_Segment
WS:ISIN:INE059A01026,Cipla Ltd.,INE059A01026,COMMON_STOCK,India,CIPLA,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE646L01027,InterGlobe Aviation Ltd.,INE646L01027,COMMON_STOCK,India,INDIGO,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE237A01036,Kotak Mahindra Bank Ltd.,INE237A01036,COMMON_STOCK,India,KOTAKBANK,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE752E01010,Power Grid Corporation of India Ltd.,INE752E01010,COMMON_STOCK,India,POWERGRID,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE733E01010,NTPC Ltd.,INE733E01010,COMMON_STOCK,India,NTPC,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE040A01034,HDFC Bank Ltd.,INE040A01034,COMMON_STOCK,India,HDFCBANK,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE009A01021,Infosys Ltd.,INE009A01021,COMMON_STOCK,India,INFY,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE213A01029,Oil & Natural Gas Corporation Ltd.,INE213A01029,COMMON_STOCK,India,ONGC,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE860A01027,HCL Technologies Ltd.,INE860A01027,COMMON_STOCK,India,HCLTECH,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE019A01038,JSW Steel Ltd.,INE019A01038,COMMON_STOCK,India,JSWSTEEL,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE481G01011,UltraTech Cement Ltd.,INE481G01011,COMMON_STOCK,India,ULTRACEMCO,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE081A01020,Tata Steel Ltd.,INE081A01020,COMMON_STOCK,India,TATASTEEL,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE047A01021,Grasim Industries Ltd.,INE047A01021,COMMON_STOCK,India,GRASIM,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE721A01047,Shriram Finance Ltd.,INE721A01047,COMMON_STOCK,India,SHRIRAMFIN,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE585B01010,Maruti Suzuki India Ltd.,INE585B01010,COMMON_STOCK,India,MARUTI,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:INE101A01026,Mahindra & Mahindra Ltd.,INE101A01026,COMMON_STOCK,India,M&M,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22 18:43:59.282,,,IN_NIFTY50
WS:ISIN:TW0006505001,FORMOSA PETROCHEMICAL CORP,TW0006505001,COMMON_STOCK,Taiwan,6505,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002301009,LITE-ON TECHNOLOGY CORP.,TW0002301009,COMMON_STOCK,Taiwan,2301,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:XTAI:3711,"ASE TECHNOLOGY HOLDING CO., LTD.",,COMMON_STOCK,Taiwan,3711,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002884004,"E.SUN FINANCIAL HOLDING COMPANY,LTD.",TW0002884004,COMMON_STOCK,Taiwan,2884,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0003008009,LARGAN PRECISION CO. LTD.,TW0003008009,COMMON_STOCK,Taiwan,3008,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002308004,"DELTA ELECTRONICS, INC.",TW0002308004,COMMON_STOCK,Taiwan,2308,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002449006,KING YUAN ELECTRONICS CO. LTD.,TW0002449006,COMMON_STOCK,Taiwan,2449,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002360005,CHROMA ATE INC.,TW0002360005,COMMON_STOCK,Taiwan,2360,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002059003,KING SLIDE WORKS CO. LTD,TW0002059003,COMMON_STOCK,Taiwan,2059,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002382009,QUANTA COMPUTER INC.,TW0002382009,COMMON_STOCK,Taiwan,2382,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:KYG022421088,ALCHIP TECHNOLOGIES LIMITED,KYG022421088,COMMON_STOCK,Taiwan,3661,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002454006,MEDIATEK INC.,TW0002454006,COMMON_STOCK,Taiwan,2454,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0003037008,UNIMICRON TECHNOLOGY CORP.,TW0003037008,COMMON_STOCK,Taiwan,3037,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002368008,GOLD CIRCUIT ELECTRONICS LTD,TW0002368008,COMMON_STOCK,Taiwan,2368,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002327004,YAGEO CORPORATION,TW0002327004,COMMON_STOCK,Taiwan,2327,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002317005,HON HAI PRECISION IND. CO. LTD.,TW0002317005,COMMON_STOCK,Taiwan,2317,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002882008,"CATHAY FINANCIAL HOLDING CO., LTD.",TW0002882008,COMMON_STOCK,Taiwan,2882,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:KYG114741062,BIZLINK HOLDING INC.,KYG114741062,COMMON_STOCK,Taiwan,3665,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0003231007,WISTRON CORPORATION,TW0003231007,COMMON_STOCK,Taiwan,3231,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002344009,WINBOND ELECTRONICS CORPORATION,TW0002344009,COMMON_STOCK,Taiwan,2344,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002345006,ACCTON TECHNOLOGY CORP.,TW0002345006,COMMON_STOCK,Taiwan,2345,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002357001,ASUSTEK COMPUTER INC.,TW0002357001,COMMON_STOCK,Taiwan,2357,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0003045001,"TAIWAN MOBILE CO., LTD.",TW0003045001,COMMON_STOCK,Taiwan,3045,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002886009,MEGA FINANCIAL HOLDING COMPANY,TW0002886009,COMMON_STOCK,Taiwan,2886,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:KYG989221000,ZHEN DING TECHNOLOGY HOLDING LIMITED,KYG989221000,COMMON_STOCK,Taiwan,4958,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002891009,"CTBC FINANCIAL HOLDING CO., LTD.",TW0002891009,COMMON_STOCK,Taiwan,2891,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0001303006,NAN YA PLASTICS CORPORATION,TW0001303006,COMMON_STOCK,Taiwan,1303,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002887007,"TS FINANCIAL HOLDING CO., LTD.",TW0002887007,COMMON_STOCK,Taiwan,2887,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002892007,FIRST HOLDINGS,TW0002892007,COMMON_STOCK,Taiwan,2892,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
WS:ISIN:TW0002880002,HUA NAN FINANCIAL HOLDINDS CO. LTD.,TW0002880002,COMMON_STOCK,Taiwan,2880,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,True,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22 18:43:59.282,,,TW_TW50
