WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes
WS:XNAS:AKAM,Akamai Technologies,US00971T1016,COMMON_STOCK,United States,AKAM,NASDAQ,XNAS,USD,AKAM,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US00971T1016:XNAS
WS:XNYS:ALB,Albemarle Corporation,US0126531013,COMMON_STOCK,United States,ALB,NYSE,XNYS,USD,ALB,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0126531013:XNYS
WS:XNAS:ALGN,Align Technology,US0162551016,COMMON_STOCK,United States,ALGN,NASDAQ,XNAS,USD,ALGN,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0162551016:XNAS
WS:XNAS:LNT,Alliant Energy,US0188021085,COMMON_STOCK,United States,LNT,NASDAQ,XNAS,USD,LNT,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0188021085:XNAS
WS:XNYS:ALL,Allstate,US0200021014,COMMON_STOCK,United States,ALL,NYSE,XNYS,USD,ALL,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0200021014:XNYS
WS:XNYS:MO,Altria,US02209S1033,COMMON_STOCK,United States,MO,NYSE,XNYS,USD,MO,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US02209S1033:XNYS
WS:XNAS:AMZN,Amazon,US0231351067,COMMON_STOCK,United States,AMZN,NASDAQ,XNAS,USD,AMZN,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0231351067:XNAS
WS:XNYS:AEE,Ameren,US0236081024,COMMON_STOCK,United States,AEE,NYSE,XNYS,USD,AEE,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0236081024:XNYS
WS:XNYS:AEP,American Electric Power,US0255371017,COMMON_STOCK,United States,AEP,NYSE,XNYS,USD,AEP,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0255371017:XNYS
WS:XNYS:AXP,American Express,US0258161092,COMMON_STOCK,United States,AXP,NYSE,XNYS,USD,AXP,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0258161092:XNYS
WS:XNYS:AIG,American International Group,US0268747849,COMMON_STOCK,United States,AIG,NYSE,XNYS,USD,AIG,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0268747849:XNYS
WS:XNYS:AWK,American Water Works,US0304201033,COMMON_STOCK,United States,AWK,NYSE,XNYS,USD,AWK,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0304201033:XNYS
WS:XNYS:AMP,AMP Limited,US03076C1062,COMMON_STOCK,United States,AMP,NYSE,XNYS,USD,AMP,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US03076C1062:XNYS
WS:XNYS:AME,Ametek,US0311001004,COMMON_STOCK,United States,AME,NYSE,XNYS,USD,AME,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0311001004:XNYS
WS:XNAS:AMGN,Amgen,US0311621009,COMMON_STOCK,United States,AMGN,NASDAQ,XNAS,USD,AMGN,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0311621009:XNAS
WS:XNYS:APH,Amphenol,US0320951017,COMMON_STOCK,United States,APH,NYSE,XNYS,USD,APH,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0320951017:XNYS
WS:XNAS:ADI,Analog Devices,US0326541051,COMMON_STOCK,United States,ADI,NASDAQ,XNAS,USD,ADI,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0326541051:XNAS
WS:XNAS:AAPL,Apple Inc.,US0378331005,COMMON_STOCK,United States,AAPL,NASDAQ,XNAS,USD,AAPL,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0378331005:XNAS
WS:XNAS:AMAT,Applied Materials,US0382221051,COMMON_STOCK,United States,AMAT,NASDAQ,XNAS,USD,AMAT,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0382221051:XNAS
WS:XNAS:APP,AppLovin,US03831W1080,COMMON_STOCK,United States,APP,NASDAQ,XNAS,USD,APP,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US03831W1080:XNAS
WS:XNYS:ADM,Admiral Group,US0394831020,COMMON_STOCK,United States,ADM,NYSE,XNYS,USD,ADM,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0394831020:XNYS
WS:XNYS:ARES,Ares Management,US03990B1017,COMMON_STOCK,United States,ARES,NYSE,XNYS,USD,ARES,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US03990B1017:XNYS
WS:XNYS:AJG,Arthur J. Gallagher & Co.,US3635761097,COMMON_STOCK,United States,AJG,NYSE,XNYS,USD,AJG,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US3635761097:XNYS
WS:XNYS:AIZ,Air New Zealand,US04621X1081,COMMON_STOCK,United States,AIZ,NYSE,XNYS,USD,AIZ,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US04621X1081:XNYS
WS:XNYS:T,AT&T,US00206R1023,COMMON_STOCK,United States,T,NYSE,XNYS,USD,T,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US00206R1023:XNYS
WS:XNYS:ATO,Atos SE,US0495601058,COMMON_STOCK,United States,ATO,NYSE,XNYS,USD,ATO,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0495601058:XNYS
WS:XNAS:ADSK,Autodesk,US0527691069,COMMON_STOCK,United States,ADSK,NASDAQ,XNAS,USD,ADSK,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0527691069:XNAS
WS:XNAS:ADP,Automatic Data Processing,US0530151036,COMMON_STOCK,United States,ADP,NASDAQ,XNAS,USD,ADP,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0530151036:XNAS
WS:XNYS:AZO,AutoZone,US0533321024,COMMON_STOCK,United States,AZO,NYSE,XNYS,USD,AZO,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0533321024:XNYS
WS:XNYS:AVY,Avery Dennison,US0536111091,COMMON_STOCK,United States,AVY,NYSE,XNYS,USD,AVY,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0536111091:XNYS
WS:XNYS:BKR,Baker Hughes,US05722G1004,COMMON_STOCK,United States,BKR,NYSE,XNYS,USD,BKR,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US05722G1004:XNYS
WS:XNYS:BALL,Ball Corporation,US0584981064,COMMON_STOCK,United States,BALL,NYSE,XNYS,USD,BALL,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0584981064:XNYS
WS:XNYS:BAC,Bank of America,US0605051046,COMMON_STOCK,United States,BAC,NYSE,XNYS,USD,BAC,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0605051046:XNYS
WS:XNYS:BAX,Baxter International,US0718131099,COMMON_STOCK,United States,BAX,NYSE,XNYS,USD,BAX,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0718131099:XNYS
WS:XNYS:BDX,Becton Dickinson,US0758871091,COMMON_STOCK,United States,BDX,NYSE,XNYS,USD,BDX,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0758871091:XNYS
WS:XNYS:BBY,Best Buy,US0865161014,COMMON_STOCK,United States,BBY,NYSE,XNYS,USD,BBY,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0865161014:XNYS
WS:XNAS:TECH,Bio-Techne,US09073M1045,COMMON_STOCK,United States,TECH,NASDAQ,XNAS,USD,TECH,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US09073M1045:XNAS
WS:XNAS:BIIB,Biogen,US09062X1037,COMMON_STOCK,United States,BIIB,NASDAQ,XNAS,USD,BIIB,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US09062X1037:XNAS
WS:XNYS:XYZ,"Block, Inc.",US8522341036,COMMON_STOCK,United States,XYZ,NYSE,XNYS,USD,XYZ,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US8522341036:XNYS
WS:XNYS:BNY,The Bank of New York Mellon,US0640581007,COMMON_STOCK,United States,BNY,NYSE,XNYS,USD,BNY,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0640581007:XNYS
WS:XNYS:BA,Boeing,US0970231058,COMMON_STOCK,United States,BA,NYSE,XNYS,USD,BA,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US0970231058:XNYS
WS:XNAS:BKNG,priceline.com,US09857L1089,COMMON_STOCK,United States,BKNG,NASDAQ,XNAS,USD,BKNG,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US09857L1089:XNAS
WS:XNYS:BSX,Boston Scientific,US1011371077,COMMON_STOCK,United States,BSX,NYSE,XNYS,USD,BSX,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1011371077:XNYS
WS:XNYS:BMY,Bristol-Myers Squibb,US1101221083,COMMON_STOCK,United States,BMY,NYSE,XNYS,USD,BMY,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1101221083:XNYS
WS:XNAS:AVGO,Broadcom,US11135F1012,COMMON_STOCK,United States,AVGO,NASDAQ,XNAS,USD,AVGO,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US11135F1012:XNAS
WS:XNYS:BR,Broadridge Financial Solutions,US11133T1034,COMMON_STOCK,United States,BR,NYSE,XNYS,USD,BR,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US11133T1034:XNYS
WS:XNYS:BRO,Brown & Brown,US1152361010,COMMON_STOCK,United States,BRO,NYSE,XNYS,USD,BRO,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1152361010:XNYS
WS:XNYS:BLDR,Builders FirstSource,US12008R1077,COMMON_STOCK,United States,BLDR,NYSE,XNYS,USD,BLDR,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US12008R1077:XNYS
WS:XNAS:CHRW,C. H. Robinson Worldwide,US12541W2098,COMMON_STOCK,United States,CHRW,NASDAQ,XNAS,USD,CHRW,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US12541W2098:XNAS
WS:XNAS:CDNS,Cadence Design Systems,US1273871087,COMMON_STOCK,United States,CDNS,NASDAQ,XNAS,USD,CDNS,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US1273871087:XNAS
WS:XNYS:COF,Capital One,US14040H1059,COMMON_STOCK,United States,COF,NYSE,XNYS,USD,COF,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US14040H1059:XNYS
WS:XNYS:CAH,Cardinal Health,US14149Y1082,COMMON_STOCK,United States,CAH,NYSE,XNYS,USD,CAH,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US14149Y1082:XNYS
WS:XNYS:CARR,Carrier Corporation,US14448C1045,COMMON_STOCK,United States,CARR,NYSE,XNYS,USD,CARR,,US_SP500,US_SP500,TRUE,ACTIVE_VERIFIED,YFINANCE_VERIFIED,SCALABLE_NOT_VERIFIED,US1_SP500_COMMON_EVIDENCE_GATE,2026-09-03,2026-09-05T15:29:43Z,,US-1 S&P500 Common class A; IVV+Wikipedia; cand=US1:US14448C1045:XNYS
