WS_ID,ISIN,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Issuer,MedianTurnover20_EUR,Note
US1:US1266501006:XNYS,US1266501006,XNYS,CVS,CVS,CVS Health,525770860.01,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2358511028:XNYS,US2358511028,XNYS,DHR,DHR,Danaher Corporation,526127400.95,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2371941053:XNYS,US2371941053,XNYS,DRI,DRI,Darden Restaurants,172148408.34,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US23804L1035:XNAS,US23804L1035,XNAS,DDOG,DDOG,Datadog,798467100.66,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US23918K1088:XNYS,US23918K1088,XNYS,DVA,DVA,DaVita,84357432.06,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2441991054:XNYS,US2441991054,XNYS,DE,DE,Deere & Company,637290845.96,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2473617023:XNYS,US2473617023,XNYS,DAL,DAL,Delta Air Lines,335357520.08,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US25179M1036:XNYS,US25179M1036,XNYS,DVN,DVN,Devon Energy,362453563.58,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2521311074:XNAS,US2521311074,XNAS,DXCM,DXCM,Dexcom,295758010.22,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US25278X1090:XNAS,US25278X1090,XNAS,FANG,FANG,Diamondback Energy,298334758.46,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2566771059:XNYS,US2566771059,XNYS,DG,DG,Dollar General,225918649.83,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2567461080:XNAS,US2567461080,XNAS,DLTR,DLTR,Dollar Tree,227682397.07,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US25746U1097:XNYS,US25746U1097,XNYS,D,D,Dominion Energy,185863018.13,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US25754A2015:XNYS,US25754A2015,XNYS,DPZ,DPZ,Domino's Pizza,209150846.61,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2600031080:XNYS,US2600031080,XNYS,DOV,DOV,Dover Corporation,170456400.58,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US23331A1097:XNYS,US23331A1097,XNYS,DHI,DHI,D. R. Horton,221475861.17,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US26441C2044:XNYS,US26441C2044,XNYS,DUK,DUK,Duke Energy,357880957.56,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2786421030:XNAS,US2786421030,XNAS,EBAY,EBAY,Q58024,351005881.03,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2787681061:XNAS,US2787681061,XNAS,ECHO,ECHO,Q1280748,181750699.25,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2788651006:XNYS,US2788651006,XNYS,ECL,ECL,Ecolab,336760558.34,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2810201077:XNYS,US2810201077,XNYS,EIX,EIX,Edison International,224171385.06,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US28176E1082:XNYS,US28176E1082,XNYS,EW,EW,Edwards Lifesciences,213449310.9,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US0367521038:XNYS,US0367521038,XNYS,ELV,ELV,"Elevance Health, Inc.",298878287.15,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US29084Q1004:XNYS,US29084Q1004,XNYS,EME,EME,EMCOR,220189662.73,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2910111044:XNYS,US2910111044,XNYS,EMR,EMR,Emerson Electric,288213118.32,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US29364G1031:XNYS,US29364G1031,XNYS,ETR,ETR,Entergy,183978791.11,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US26875P1012:XNYS,US26875P1012,XNYS,EOG,EOG,EOG Resources,333754644.98,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US26884L1098:XNYS,US26884L1098,XNYS,EQT,EQT,EQT,295845735.84,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US2944291051:XNYS,US2944291051,XNYS,EFX,EFX,Equifax,145545440.31,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US5184391044:XNYS,US5184391044,XNYS,EL,EL,Estée Lauder Companies,287074695.36,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US30034W1062:XNYS,US30034W1062,XNYS,EVRG,EVRG,Evergy,142339304.54,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US30040W1080:XNYS,US30040W1080,XNYS,ES,ES,Eversource Energy,109479836.64,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US30161N1019:XNYS,US30161N1019,XNYS,EXC,EXC,Exelon,202932250.03,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US30212P3038:XNAS,US30212P3038,XNAS,EXPE,EXPE,Expedia Group,379727409.95,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3021301094:XNAS,US3021301094,XNAS,EXPD,EXPD,Expeditors International,117482345.67,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3156161024:XNAS,US3156161024,XNAS,FFIV,FFIV,"F5, Inc.",158511457.56,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3030751057:XNYS,US3030751057,XNYS,FDS,FDS,FactSet,172536829.46,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3032501047:XNYS,US3032501047,XNYS,FICO,FICO,FICO,240353256.27,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3119001044:XNAS,US3119001044,XNAS,FAST,FAST,Fastenal,267731079.96,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US31428X1063:XNYS,US31428X1063,XNYS,FDX,FDX,FedEx,423411478.67,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US31488V1070:XNYS,US31488V1070,XNYS,FERG,FERG,Ferguson Enterprises,308554792.1,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US31620M1062:XNYS,US31620M1062,XNYS,FIS,FIS,Fidelity National Information Services,175675429.39,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3364331070:XNAS,US3364331070,XNAS,FSLR,FSLR,First Solar,310282969.03,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3379321074:XNYS,US3379321074,XNYS,FE,FE,FirstEnergy,142009822.0,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3377381088:XNAS,US3377381088,XNAS,FISV,FISV,Fiserv,258082421.25,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3453708600:XNYS,US3453708600,XNYS,F,F,Ford Motor Company,486431547.37,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US34959E1091:XNAS,US34959E1091,XNAS,FTNT,FTNT,Fortinet,544840910.14,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US34959J1088:XNYS,US34959J1088,XNYS,FTV,FTV,Fortive,99087972.98,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3546131018:XNYS,US3546131018,XNYS,BEN,BEN,Franklin Templeton Investments,88640029.95,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US35671D8570:XNYS,US35671D8570,XNYS,FCX,FCX,Freeport-McMoRan,780489584.16,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US3666511072:XNYS,US3666511072,XNYS,IT,IT,Gartner,198689876.51,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US36266G1076:XNAS,US36266G1076,XNAS,GEHC,GEHC,GE HealthCare,158692732.23,CLASS_A_CANDIDATE_NOT_UNIVERSE
US1:US36828A1016:XNYS,US36828A1016,XNYS,GEV,GEV,GE Vernova,1541358629.1,CLASS_A_CANDIDATE_NOT_UNIVERSE
