Research_Partial_Rank_v0_16,WS_ID,Name,Country,Primary_Ticker,Primary_MIC,Primary_Currency,Primary_Universe_Index,Yahoo_Symbol,Scalable_Tradeability_Status,Yahoo_Symbol_v0_19,Yahoo_Mapping_Status_v0_19,Cache_Status_v0_19,Cache_Reason_v0_19,AsOf,Bars,Bars_Raw,Bars_Used,Excluded_Invalid_Bars,Yahoo_Symbol_Observed,Close_Raw,Close_Tech,EMA20,EMA50,SMA200,ATR14_Wilder_DEV,ATR14_Pct_DEV,R5,R20,R60,High20,High60,High252,Low20,Low60,Dist_EMA20,Dist_EMA50,Dist_SMA200,Dist_High252,Range20_Pct,MedianVolume20_Tech,MedianTurnover20_Native,RVOL20_Current,TrueRange_Current,TrueRange_ATR14_Ratio,Range_Current_Pct,Close_Location_0_1,Gap_Pct,Range5_Pct,Range10_Pct,Range5_to_Range20,TR_Mean5,TR_Mean20,TR_Mean5_to_20,EMA20_Slope5_Pct,EMA50_Slope10_Pct,Consecutive_Close_Above_EMA20,Consecutive_Close_Above_EMA50,Consecutive_Close_Above_SMA200,Days_Since_Cross_Above_EMA20,Days_Since_Cross_Below_EMA20,Days_Since_Cross_Above_EMA50,Days_Since_Cross_Below_EMA50,RecentLow10,PriorLow10,RecentLow10_vs_Prior10_Pct,HigherLow10_Proxy,Distance_Low20_ATR,Distance_Low60_ATR,Distance_High20_ATR,Max_Daily_Return5,Min_Daily_Return5,Max_Daily_Return20,Min_Daily_Return20,Max_TR_Preceding_ATR14_20,Max_Volume_PrecedingMedian20_20,Impulse_Return20_Max,Impulse_Days_Ago,PostImpulse_Min_vs_ImpulseClose,PostImpulse_Latest_vs_ImpulseClose,PostImpulse_Range_Pct,ReturnStd5,ReturnStd20,ReturnStd5_to_20,AsOf_Age_Calendar_Days,Obs_R20_Warning_18pct,Obs_R60_Warning_30pct,HomeMarket_RS_Status,Sector_RS_Status,Feature_Status_v0_19,Core_Feature_Complete_v0_19,RS_Reference_AsOf_v0_20,RS_AsOf_Parsed_v0_20,RS_AsOf_Lag_Calendar_Days_v0_20,RS_AsOf_Status_v0_20,HomeMarket_Cohort_Size_Synchronized_v0_20,HomeMarket_Peer_Count_v0_20,HomeMarket_PeerMedian_R20_v0_20,HomeMarket_PeerMedian_R60_v0_20,HomeMarket_RS20_Excess_v0_20,HomeMarket_RS60_Excess_v0_20,HomeMarket_RS_Status_v0_20,HomeMarket_RS_Reference_Type_v0_20,Lane4_RS20_Positive_Component_v0_20,Lane4_RS60_Positive_Component_v0_20,Lane4_RS_Both_Positive_Component_v0_20,Lane4_RS_Component_Status_v0_20,Sector_RS_Status_v0_20,Sector_RS20_Excess_v0_20,Sector_RS60_Excess_v0_20,P0_Lane_Decision_v0_20,P0_PASS_v0_20,P0_FAIL_v0_20
181,WS:ISIN:TW0002308004,"DELTA ELECTRONICS, INC.",Taiwan,2308,XTAI,TWD,TW_TW50,2308.TW,NOT_VERIFIED,2308.TW,EXPLICIT,READY,,2026-08-21,321,321,321,0,2308.TW,1750.0,1750.0,1776.1688118378356,1837.022981298272,1541.095,102.15646552725076,0.058375123158429,-0.0716180371352784,-0.0196078431372549,-0.2677824267782427,2005.0,2525.0,2585.0,1425.0,1425.0,-0.014733290925629,-0.0473717434045218,0.1355562116547,-0.3230174081237911,0.3314285714285714,12684202.0,21256325055.0,0.3249082598968386,40.0,0.3915562249883224,0.0228571428571428,0.75,0.0085959885386819,0.1714285714285714,0.18,0.5172413793103449,81.0,108.25,0.7482678983833718,0.0037175388062955,-0.0067465844192436,0,0,122,9,2,6,3,1690.0,1425.0,0.1859649122807016,True,3.18139432803012,3.18139432803012,2.496170934300556,0.0028653295128939,-0.0344827586206896,0.1,-0.0997150997150997,1.5575263712211656,3.2444332713600224,0.1,9,-0.0385674931129476,-0.0358126721763085,0.1735537190082644,0.0170893031162678,0.0441072367825655,0.3874489621853353,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,50,49,0.0293637725850461,0.1593901151669083,-0.04897161572230101,-0.427172541945151,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
182,WS:US:SBUX,Starbucks,,SBUX,,USD,US_SP1500,SBUX,NOT_VERIFIED,SBUX,EXPLICIT,READY,,2026-08-21,329,329,329,0,SBUX,107.08000183105467,107.08000183105467,105.79010246189172,104.42707585888334,96.52850025177004,2.858750466218884,0.0266973329971479,-0.0056644126336933,0.0370944487269218,0.0487757436959792,110.51000213623048,110.51000213623048,110.51000213623048,101.8000030517578,93.63999938964844,0.0121930061427779,0.0254045797064772,0.1093097018161863,-0.0310379172823421,0.0813410434771456,6203850.0,656973966.4054871,0.8688573351910703,4.040000915527344,1.4132051619289585,0.0377288088013058,0.9183163969625951,0.0050005220034927,0.0584609827155884,0.0704146506032337,0.7187144425066812,3.13800048828125,2.9505008697509765,1.063548403070323,0.0008741622793839,0.0101220116936573,1,1,100,0,2,0,1,102.97000122070312,101.8000030517578,0.0114931054407774,True,1.8469603561728305,4.701355574830084,1.199825009460325,0.0297144343760171,-0.017698258572288,0.0297144343760171,-0.017862206683306,1.8249785177571731,3.694896534313687,0.0297144343760171,0,0.0,0.0,0.0377288088013058,0.0185680007515939,0.0131705154424818,1.40981579898554,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05572376110944095,0.028691753724684202,-0.006948017413461752,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
183,WS:XTKS:6146,DISCO CORP.,Japan,6146,XTKS,JPY,JP_N225,6146.T,NOT_VERIFIED,6146.T,EXPLICIT,READY,,2026-08-21,320,320,320,0,6146.T,61360.0,61360.0,62984.377106225686,66432.56301998573,64071.15,3930.37970653766,0.0640544280726476,-0.0627768443561936,-0.1159775248523267,-0.0927103356498595,68120.0,91680.0,91680.0,49400.0,49400.0,-0.0257901590974871,-0.0763565755916971,-0.0423146767304785,-0.3307155322862128,0.3050847457627119,1648900.0,103548849000.0,0.5961243962775357,2220.0,0.56483092366555,0.0361799217731421,1.0,-0.01657824933687,0.1204367666232073,0.1727509778357236,0.3947649572649572,2646.0,4245.5,0.6232481450948063,-0.0127637988925144,-0.0283585300227818,0,0,0,6,3,51,31,57520.0,49400.0,0.1643724696356274,True,3.0429629941621523,3.0429629941621523,1.719935605395999,0.0172413793103447,-0.0540130480958883,0.1274339695392328,-0.1237031125299281,2.093957118008683,3.2028985507246377,0.1274339695392328,14,-0.0006839945280437,0.0492476060191517,0.182797537619699,0.0327831376665978,0.0614959667392542,0.5330941101487168,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,207,206,0.0122214279096842,0.06927471086709765,-0.1281989527620109,-0.16198504651695717,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
184,WS:US:VST,Vistra Corp.,,VST,,USD,US_SP1500,VST,NOT_VERIFIED,VST,EXPLICIT,READY,,2026-08-21,329,329,329,0,VST,136.2100067138672,136.2100067138672,145.60559053519728,150.3399974536096,159.8317497253418,6.049318012496917,0.0444117004208403,-0.0804698425438882,-0.166299408476781,-0.1494847836091158,166.14500427246094,171.35000610351562,219.82000732421875,134.75,134.75,-0.0645276310256706,-0.0939869028806024,-0.1477913058704963,-0.3803566455487958,0.2304897050509042,4434350.0,654579969.1070557,1.1696545391943074,4.136001586914063,0.683713697704394,0.0303648879160725,0.007256776250013835,0.0075572407752089,0.1004699518599287,0.1027824631813537,0.4358977848391958,5.188198852539062,6.54840087890625,0.7922848567886736,-0.0223946519193635,-0.0232887927308264,0,0,0,14,13,24,19,136.17999267578125,134.75,0.0106121905438312,True,0.2413506300794649,0.2413506300794649,4.94849130046608,0.0155137532699924,-0.0382588208509978,0.0522977250308387,-0.0815057491014399,1.8193130427817088,2.9709312085953745,0.0522977250308387,14,-0.1265229922960435,-0.1265229922960435,0.1426189890020082,0.0200838153648192,0.0321400893154149,0.6248836201953768,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.00889083558774225,0.05572376110944095,-0.17519024406452327,-0.20520854471855676,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
185,WS:US:CDE,Coeur Mining,,CDE,,USD,US_SP1500,CDE,NOT_VERIFIED,CDE,EXPLICIT,READY,,2026-08-21,329,329,329,0,CDE,20.96999931335449,20.96999931335449,18.25249766019531,17.428440599560155,18.614749989509583,1.0994221462761198,0.0524283348724749,0.1148325310334554,0.3859880472399701,0.1754483819504093,21.8799991607666,21.8799991607666,27.770000457763672,14.020000457763672,13.93000030517578,0.1488838242168608,0.2032057138768752,0.1265259713491837,-0.2448686003715243,0.3748211235275236,36386750.0,654082379.7574043,1.277194205484991,0.9200000762939452,0.8368032965409152,0.043872203453438,0.010869813100581533,0.0303173553360582,0.1616594897783118,0.2331902503465653,0.4312977034402411,1.2919998168945312,1.1010001659393311,1.173478312596117,0.0778664520423084,0.0612183163297399,11,11,3,10,11,10,11,16.989999771118164,14.020000457763672,0.2118401723524792,True,6.321501598936619,6.403362922990107,0.827707401105565,0.1307401429697408,-0.041429272873442,0.1307401429697408,-0.1021228144280033,2.861450400217893,1.8426780449607585,0.1307401429697408,2,0.0,0.0019110849305061,0.1094122778207708,0.0649146988916036,0.0532987703714752,1.2179398969088613,0,True,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05492403182822245,0.3775853522377325,0.12052435012218685,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
186,WS:US:CMCSA,Comcast,,CMCSA,,USD,US_SP1500,CMCSA,NOT_VERIFIED,CMCSA,EXPLICIT,READY,,2026-08-21,329,329,329,0,CMCSA,26.850000381469727,26.850000381469727,25.41251403734777,24.87967434497697,26.528541288858506,0.7365616427198822,0.0274324630262654,0.0255920576197046,0.204035932738845,0.064631289155195,27.040000915527344,27.100000381469727,32.86000061035156,22.36000061035156,21.280000686645508,0.0565660816560433,0.0791942052445133,0.0121174809089947,-0.1828971429473609,0.174301684867224,24848300.0,644813053.3514023,0.7491833245102253,0.5499992370605469,0.7467117552165475,0.0201116946184993,0.7777793476149268,0.0056775025774835,0.0573557129850233,0.0841713294887531,0.3290600032278206,0.6700004577636719,0.7545001983642579,0.8880056747714847,0.0253636117085414,0.0243401752358007,19,15,1,18,22,14,16,24.780000686645508,22.36000061035156,0.1082289807797951,True,6.0958913832901445,7.562163669365166,0.2579560528783539,0.0246382900130717,-0.0233002522246329,0.0609649712065636,-0.0381958760968997,1.637758222847033,1.1578242385417272,0.0609649712065636,18,-0.0214965046003844,0.1099627858075917,0.1575031537484603,0.0196277368973945,0.0210570908703669,0.9321200643634991,0,True,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05492403182822245,0.1956332377366074,0.009707257326972557,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
187,WS:US:BMY,Bristol Myers Squibb,,BMY,,USD,US_SP1500,BMY,NOT_VERIFIED,BMY,EXPLICIT,READY,,2026-08-21,329,329,329,0,BMY,67.01000213623047,67.01000213623047,64.36225792265019,61.85642615010308,57.137200050354,1.7987006213268093,0.0268422707653414,0.0498198372858049,0.0792398449275493,0.1649861196617201,68.63999938964844,68.63999938964844,68.63999938964844,62.220001220703125,53.43999862670898,0.0411381498884377,0.0833151267682605,0.1727911426737001,-0.0237470464439396,0.0958065656511029,10035150.0,638917735.225296,0.6564570529335847,2.420005798339844,1.3454188927531083,0.0361140982120848,0.7768596604612305,0.0048877300879448,0.0787941890907973,0.0841665305155847,0.8224299509674597,2.0600006103515627,1.9135000228881835,1.076561581244329,0.0192493485245355,0.0277836531327355,28,28,130,27,28,27,28,63.0,62.220001220703125,0.0125361421406937,True,2.6630340028425663,7.544336922234223,0.9062082005707004,0.0236184328011508,-0.0316521131538163,0.0278922690775069,-0.0342995650700864,2.361103651889856,3.1515513582748667,0.0278922690775069,16,-0.0192722785728821,0.0331483426710879,0.0988282421691664,0.0237325759099187,0.0174383546682001,1.3609412333605333,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05492403182822245,0.0708371499253117,0.11006208783349766,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
188,WS:XSHG:603019,"Dawning Information Industry Co., Ltd.",China,603019,XSHG,CNY,CN_CSI300,603019.SS,NOT_VERIFIED,603019.SS,EXPLICIT,READY,,2026-08-21,319,319,319,0,603019.SS,84.11000061035156,84.11000061035156,88.32228314204335,90.3364382666211,91.78975006103516,4.281998274001403,0.0509095023532125,-0.0587511186676495,-0.1373333270733173,-0.0782465686536815,97.87999725341795,113.0,128.1199951171875,80.55000305175781,77.7699966430664,-0.0476921834653824,-0.068924985041946,-0.0836667432428672,-0.3435060582587543,0.206039639470973,48997497.5,4303765940.02985,0.4372084590216871,1.3600006103515625,0.3176088646763235,0.0161693092436404,0.6029406814841409,-0.005454103680889,0.086434390563679,0.1091427920409024,0.4195036973739994,2.577998352050781,3.795998382568359,0.679135787804661,-0.0138371483146637,-0.0173138188020394,0,0,0,4,2,23,18,83.29000091552734,80.55000305175781,0.0340161112347683,True,0.8313869672037574,1.4806180576435888,3.2157875276765924,0.0134287929727607,-0.0541894135723418,0.0371441697811347,-0.0650969463224891,1.3176946231263829,1.3618832631701532,0.0371441697811347,6,-0.0615864868037346,-0.0615864868037346,0.1024210709191526,0.0252459532436092,0.0303962222715125,0.8305622000688514,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,295,294,-0.0015937373821426001,-0.0437237708734921,-0.1357395896911747,-0.0345227977801894,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
189,WS:US:HL,Hecla Mining,,HL,,USD,US_SP1500,HL,NOT_VERIFIED,HL,EXPLICIT,READY,,2026-08-21,329,329,329,0,HL,20.71999931335449,20.71999931335449,17.77198744395131,16.882617996228742,18.648700032234192,1.0087818820483192,0.0486863858821721,0.1279258773413949,0.3685600292930444,0.2231404167725523,21.450000762939453,21.450000762939453,34.16999816894531,13.779999732971191,13.779999732971191,0.1658796957121717,0.227297763769988,0.1110693655611421,-0.3936201222221478,0.3701738071499248,37473400.0,640879390.1947975,0.800060889431878,0.9600009918212892,0.9516437684943536,0.0463320957352806,0.23958260897207923,0.0244956885858467,0.1756757440938239,0.2306950214793054,0.4745763765578181,1.2439998626708983,1.0065001010894776,1.2359659589942824,0.0844032706951356,0.0645651261857629,14,13,3,13,21,12,67,16.670000076293945,13.779999732971191,0.2097242670047296,True,6.879583886153583,6.879583886153583,0.723646471626455,0.1442896959612027,-0.0462273616361443,0.1442896959612027,-0.0542532085103774,2.927726920439752,1.7189690264383488,0.1442896959612027,2,0.0,0.0087633101170447,0.1217137238835325,0.0712617019623334,0.0495166848483874,1.439145253373199,0,True,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05492403182822245,0.36015733429080676,0.16821638494432986,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
190,WS:US:TGT,Target Corporation,,TGT,,USD,US_SP1500,TGT,NOT_VERIFIED,TGT,EXPLICIT,READY,,2026-08-21,329,329,329,0,TGT,165.44000244140625,165.44000244140625,151.28254809200672,142.81786241123754,118.81645000457765,4.979924978111407,0.0301010934757157,0.0709477409178447,0.2095335861813692,0.2891763428727021,165.47999572753906,165.47999572753906,165.47999572753906,137.4499969482422,120.7699966430664,0.0935828654921206,0.1583985339664957,0.3923998102538188,-0.0002416804880673,0.1694269727131093,4200850.0,630038887.5419617,1.5937148409532575,7.2299957275390625,1.4518282422561666,0.0317335585259036,0.9923822312127977,0.0177566986325039,0.1164772046016906,0.1164772046016906,0.6874773404522874,7.343997192382813,4.785999298095703,1.5344751921098083,0.0293757464779724,0.0468369539191533,21,33,130,20,21,32,34,146.2100067138672,137.4499969482422,0.0637323387422383,True,5.620567702563871,8.970015812423053,0.0080309013305617,0.0454344546060425,-0.0224624632099502,0.0454344546060425,-0.0224624632099502,4.149924010132526,2.7331909119778284,0.0454344546060425,0,0.0,0.0,0.0317335585259036,0.0296359851591306,0.0182716732559233,1.6219633935016389,0,True,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05492403182822245,0.20113089117913158,0.23425231104447966,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
191,WS:US:DE,Deere & Company,,DE,,USD,US_SP1500,DE,NOT_VERIFIED,DE,EXPLICIT,READY,,2026-08-21,329,329,329,0,DE,647.469970703125,647.469970703125,610.4317819438506,602.9077342383257,558.982749786377,20.967217678869964,0.0323833052150672,0.0634310530767794,0.0307405730771559,0.2230490806161185,654.280029296875,654.280029296875,674.1900024414062,579.3099975585938,522.47998046875,0.0606753938029414,0.073912199054962,0.1583004501490692,-0.0396327914112067,0.1157892027901571,1038050.0,630240865.6982422,2.4054896440780213,46.3800048828125,2.2120247709142955,0.0716326732998069,0.853168221716301,0.0037362825958981,0.1157892027901571,0.1157892027901571,1.0,29.74000244140625,20.05,1.4832918923394638,-0.0002506679545436,0.0065069739156713,2,2,130,1,5,1,4,579.3099975585938,590.0599975585938,-0.0182184863310149,False,3.2507876909782127,5.96121012089914,0.3247955307209378,0.0694245857423945,-0.0186691767670431,0.0694245857423945,-0.0451519339770273,3.651575514474209,3.2179770762115423,0.0694245857423945,1,0.0,0.0427254938599679,0.109189371858069,0.0404686631034453,0.0253555697736205,1.5960462913970173,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05492403182822245,0.0223378780749183,0.16812504878789605,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
192,WS:US:ADP,Automatic Data Processing,,ADP,,USD,US_SP1500,ADP,NOT_VERIFIED,ADP,EXPLICIT,READY,,2026-08-21,329,329,329,0,ADP,280.8099975585937,280.8099975585937,268.775193113551,254.2109603355757,235.62265029907223,7.294664509473854,0.0259772250735188,0.0287588157578306,0.122835785799277,0.2901906980624527,282.1700134277344,282.1700134277344,308.989990234375,251.17999267578125,213.8000030517578,0.0447764702747637,0.104633715194284,0.1917784525476047,-0.0912003416499226,0.1103593925479336,2322200.0,630985430.6427002,1.1729935045962283,5.170013427734375,0.7087390271368731,0.0184110732263213,0.7369415209165875,0.0017550258477478,0.0582244444487915,0.0582244444487915,0.5275893886739388,7.05400390625,8.16399917602539,0.8640378023267039,0.0160123387678141,0.0395432017936394,40,40,34,39,47,39,40,265.82000732421875,251.17999267578125,0.0582849553122433,True,4.061873557629813,9.186165370567426,0.1864398105456833,0.0293713702937761,-0.0252784075047127,0.0360421125350374,-0.0347514364037193,2.5667913956041626,2.071691011739403,0.0360421125350374,18,-0.0011357016137221,0.0629896781809089,0.095658168023536,0.0197770586169212,0.0186612122667865,1.0597949551284314,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.0084026950022376,0.05492403182822245,0.1144330907970394,0.23526666623423023,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,True,True,True,RS_COMPONENT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
193,WS:US:F,Ford Motor Company,,F,,USD,US_SP1500,F,NOT_VERIFIED,F,EXPLICIT,READY,,2026-08-21,329,329,329,0,F,14.40999984741211,14.40999984741211,14.188189039984346,14.128295272579248,13.45519998073578,0.465782934331357,0.0323235905110024,0.002783574263854,0.002783574263854,-0.0925692856697162,16.290000915527344,17.780000686645508,17.780000686645508,13.75,13.220000267028809,0.0156334826666511,0.0199390350638837,0.0709614028809193,-0.1895388475302249,0.1762665470106512,43913100.0,633214826.0738373,0.9778514617601805,0.5600004196166992,1.2022776670008184,0.0291464316961372,0.666665909782426,0.0100071726671346,0.0506592993504955,0.0548230374891297,0.2874016664514017,0.4740001678466797,0.4930000305175781,0.9614607271911296,0.0001541460272844,-0.0006737565797747,1,1,70,0,1,0,1,13.760000228881836,13.75,0.0007272893732244,True,1.41696871818534,2.5548372271121846,4.036217150836629,0.0409188573106082,-0.0351724295780576,0.0409188573106082,-0.0351724295780576,2.918331875567441,2.008984775513372,0.0409188573106082,2,-0.0351724295780576,-0.0062069070750269,0.050344861786941,0.0330781672841547,0.0219951942989465,1.5038815676995,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True,2026-08-21,2026-08-21,0,SYNCHRONIZED_TO_REFERENCE,1331,1330,0.00889083558774225,0.05572376110944095,-0.0061072613238882505,-0.14829304677915717,DEV_INTERNAL_PRIMARY_UNIVERSE_COHORT_RS_AVAILABLE,LEAVE_ONE_OUT_PRIMARY_UNIVERSE_COHORT_MEDIAN,False,False,False,RS_COMPONENT_NOT_BOTH_POSITIVE,RS_NOT_VERIFIED_NO_SECTOR_METADATA,,,NOT_ALLOWED_PARAMETER_SET_NOT_VALIDATED,False,False
