Segment_ID,WS_ID_Candidate,ISIN,Primary_MIC,Primary_Ticker,Security_Name_Official,B3_Type_Official,Instrument_Type_v0_31,Instrument_Gate_v0_31,Instrument_Gate_Reason_v0_31,Identity_Gate_v0_31,Identity_Method_v0_31,Source_Membership_Gate_v0_31,Source_ID,Source_AsOf_Official_Display,Source_AsOf_Official,Source_AsOf_Semantics,Source_Endpoint,Primary_MIC_Evidence_URL,Official_Source_Provides_ISIN,Strict_Ordinary_Identity_Candidate_v0_31,Canonical_Master_Import_v0_31,Needs_Liquidity_Gate
BR_IBRX100,WS:BVMF:BBDC4,,BVMF,BBDC4,BRADESCO,PN N1,PREFERRED_SHARE,FAIL,B3_TYPE_PN_PREFERRED_SHARE_NOT_ALLOWED,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,False,False,False
BR_IBRX100,WS:BVMF:BRAP4,,BVMF,BRAP4,BRADESPAR,PN N1,PREFERRED_SHARE,FAIL,B3_TYPE_PN_PREFERRED_SHARE_NOT_ALLOWED,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,False,False,False
BR_IBRX100,WS:BVMF:SAUD3,,BVMF,SAUD3,BRADSAUDE,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:BBAS3,,BVMF,BBAS3,BRASIL,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:BRAV3,,BVMF,BRAV3,BRAVA,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:BPAC11,,BVMF,BPAC11,BTGP BANCO,UNT N2,UNIT,FAIL,B3_TYPE_UNIT_NOT_ALLOWED,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,False,False,False
BR_IBRX100,WS:BVMF:CXSE3,,BVMF,CXSE3,CAIXA SEGURI,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CBAV3,,BVMF,CBAV3,CBA,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CEAB3,,BVMF,CEAB3,CEA MODAS,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CMIG4,,BVMF,CMIG4,CEMIG,PN N1,PREFERRED_SHARE,FAIL,B3_TYPE_PN_PREFERRED_SHARE_NOT_ALLOWED,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,False,False,False
BR_IBRX100,WS:BVMF:COGN3,,BVMF,COGN3,COGNA ON,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CSMG3,,BVMF,CSMG3,COPASA,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CPLE3,,BVMF,CPLE3,COPEL,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CSAN3,,BVMF,CSAN3,COSAN,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CPFE3,,BVMF,CPFE3,CPFL ENERGIA,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CMIN3,,BVMF,CMIN3,CSNMINERACAO,ON N2,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CURY3,,BVMF,CURY3,CURY S/A,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CVCB3,,BVMF,CVCB3,CVC BRASIL,ON ATZ NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:CYRE3,,BVMF,CYRE3,CYRELA REALT,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:DIRR3,,BVMF,DIRR3,DIRECIONAL,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:ECOR3,,BVMF,ECOR3,ECORODOVIAS,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:EMBJ3,,BVMF,EMBJ3,EMBRAER,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:ENGI11,,BVMF,ENGI11,ENERGISA,UNT N2,UNIT,FAIL,B3_TYPE_UNIT_NOT_ALLOWED,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,False,False,False
BR_IBRX100,WS:BVMF:ENEV3,,BVMF,ENEV3,ENEVA,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:EGIE3,,BVMF,EGIE3,ENGIE BRASIL,ON ED NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:EQTL3,,BVMF,EQTL3,EQUATORIAL,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
BR_IBRX100,WS:BVMF:EZTC3,,BVMF,EZTC3,EZTEC,ON NM,ORDINARY_SHARE,PASS,B3_TYPE_ON_OFFICIAL_ORDINARY_SHARE,PASS,PRIMARY_MIC_OFFICIAL_TICKER_STABLE_WSID_NO_ISIN_IN_MEMBERSHIP_SOURCE,PASS_OFFICIAL_B3_IBRX100,B3_OFFICIAL_INDEXPROXY_GETPORTFOLIODAY,31/08/26,2026-08-31,OFFICIAL_B3_HEADER_DATE_UNINTERPRETED,https://sistemaswebb3-listados.b3.com.br/indexProxy/indexCall/GetPortfolioDay,https://www.b3.com.br/lumis/portal/file/fileDownload.jsp?fileId=8AA8D0976133DB2C0161344308732779,False,True,False,True
