WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes,Identity_Audit_Status,Identity_Audit_Issues,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Audit_UTC,Duplicate_ISIN_Group,Duplicate_Name_Group,Remediation_Method,Remediation_UTC,Source_Primary_Ticker,Primary_Ticker_Resolved_Candidate,Canonical_WS_ID_Candidate,Provider_Listing_Type,Final_Remediation_UTC,Final_Resolved_Ticker_Candidate,Evidence_Freeze_Status,Evidence_Primary_URL,Evidence_Provider_URL,Evidence_Note,Evidence_Frozen_UTC,Data_Remediation_Status,Current_Exchange_Ticker,Data_Remediation_Effective_Date,Data_Remediation_Evidence_URL,Data_Remediation_Evidence_Note,Data_Remediation_UTC
WS:SRC:ZA_TOP40:FBAF8D9D0C6FF09E,MTN Group,,UNVERIFIED_EQUITY_SECURITY,South Africa,,Johannesburg Stock Exchange,XJSE,ZAR,MTN.JO,,ZA_TOP40,ZA_TOP40,True,ACTIVE_SOURCE_CAPTURED,SECOND_PASS_REVALIDATED_JSE,NOT_VERIFIED,ZA_TOP40_WIKI,2026-08-23,2026-08-23T21:30:45.298768+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/FTSE/JSE_Top_40_Index; name-only source identity; real primary ticker pending one-shot audit,REVIEW_REQUIRED,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,0.9,MTN,2026-08-23T21:49:55.596275+00:00,,,JSE_UNIQUE_MARKET_SEARCH,2026-08-23T22:05:15.933341+00:00,,MTN,WS:XJSE:MTN,PRIMARY,2026-08-23T22:26:07.246263+00:00,MTN,,,,,,,,,,,
WS:US:AAP,"Advance Auto Parts, Inc.",,UNVERIFIED_EQUITY_SECURITY,,AAP,US primary exchange pending,,USD,AAP,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,AAP,2026-08-23T21:49:44.424887+00:00,,,CARRY_FORWARD,2026-08-23T22:05:05.441277+00:00,AAP,AAP,,PRIMARY,2026-08-23T22:25:57.367343+00:00,AAP,,,,,,,,,,,
WS:US:ADIG,ADI Global Distribution,,UNVERIFIED_EQUITY_SECURITY,,ADIG,US primary exchange pending,,USD,ADIG,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,ADIG,2026-08-23T21:49:44.464913+00:00,,,CARRY_FORWARD,2026-08-23T22:05:05.469454+00:00,ADIG,ADIG,,PRIMARY,2026-08-23T22:25:57.381810+00:00,ADIG,,,,,,,,,,,
WS:US:CORT,Corcept Therapeutics Incorporated,,UNVERIFIED_EQUITY_SECURITY,,CORT,US primary exchange pending,,USD,CORT,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,CORT,2026-08-23T21:49:44.905721+00:00,,,CARRY_FORWARD,2026-08-23T22:05:05.778651+00:00,CORT,CORT,,PRIMARY,2026-08-23T22:25:57.542642+00:00,CORT,,,,,,,,,,,
WS:US:ECHO,EchoStar,,UNVERIFIED_EQUITY_SECURITY,,ECHO,US primary exchange pending,,USD,ECHO,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,ECHO,2026-08-23T21:49:45.090701+00:00,,,CARRY_FORWARD,2026-08-23T22:05:05.907856+00:00,ECHO,ECHO,,PRIMARY,2026-08-23T22:25:57.609378+00:00,ECHO,,,,,,,,,,,
WS:US:EFOR,Everforth Inc.,,UNVERIFIED_EQUITY_SECURITY,,EFOR,US primary exchange pending,,USD,EFOR,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,EFOR,2026-08-23T21:49:45.100068+00:00,,,CARRY_FORWARD,2026-08-23T22:05:05.914367+00:00,EFOR,EFOR,,PRIMARY,2026-08-23T22:25:57.612773+00:00,EFOR,,,,,,,,,,,
WS:US:FDXF,FedEx Freight,,UNVERIFIED_EQUITY_SECURITY,,FDXF,US primary exchange pending,,USD,FDXF,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,FDXF,2026-08-23T21:49:45.217420+00:00,,,CARRY_FORWARD,2026-08-23T22:05:05.995682+00:00,FDXF,FDXF,,PRIMARY,2026-08-23T22:25:57.655875+00:00,FDXF,,,,,,,,,,,
WS:US:HONA,Honeywell Aerospace,,UNVERIFIED_EQUITY_SECURITY,,HONA,US primary exchange pending,,USD,HONA,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,HONA,2026-08-23T21:49:45.419139+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.137600+00:00,HONA,HONA,,PRIMARY,2026-08-23T22:25:57.729276+00:00,HONA,,,,,,,,,,,
WS:US:IESC,IES Holdings,,UNVERIFIED_EQUITY_SECURITY,,IESC,US primary exchange pending,,USD,IESC,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,IESC,2026-08-23T21:49:45.476386+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.177591+00:00,IESC,IESC,,PRIMARY,2026-08-23T22:25:57.749805+00:00,IESC,,,,,,CURRENT_LISTING_PROVIDER_REFRESH_REQUIRED,IESC,2026-08-24,https://www.sec.gov/Archives/edgar/data/1048268/000104826826000131/iesc-20260731.htm,IESC remains current. IES announced a 2-for-1 split with distribution after trading on 21 Aug 2026; refresh stale cache rather than delist/remap.,2026-08-24T04:34:34.076920+00:00
WS:US:KD,Kyndryl,,UNVERIFIED_EQUITY_SECURITY,,KD,US primary exchange pending,,USD,KD,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,KD,2026-08-23T21:49:45.559703+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.235590+00:00,KD,KD,,PRIMARY,2026-08-23T22:25:57.779916+00:00,KD,,,,,,,,,,,
WS:US:LRN,"Stride, Inc.",,UNVERIFIED_EQUITY_SECURITY,,LRN,US primary exchange pending,,USD,LRN,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,LRN,2026-08-23T21:49:45.673771+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.314992+00:00,LRN,LRN,,PRIMARY,2026-08-23T22:25:57.821201+00:00,LRN,,,,,,,,,,,
WS:US:MBGL,"Mobility Global, Inc.",,UNVERIFIED_EQUITY_SECURITY,,MBGL,US primary exchange pending,,USD,MBGL,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,MBGL,2026-08-23T21:49:45.718454+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.347643+00:00,MBGL,MBGL,,PRIMARY,2026-08-23T22:25:57.837535+00:00,MBGL,,,,,,,,,,,
WS:US:MEDP,Medpace,,UNVERIFIED_EQUITY_SECURITY,,MEDP,US primary exchange pending,,USD,MEDP,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,MEDP,2026-08-23T21:49:45.738437+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.362117+00:00,MEDP,MEDP,,PRIMARY,2026-08-23T22:25:57.845397+00:00,MEDP,,,,,,,,,,,
WS:US:MFP,"Midera Food Processing, Inc.",,UNVERIFIED_EQUITY_SECURITY,,MFP,US primary exchange pending,,USD,MFP,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,MFP,2026-08-23T21:49:45.743046+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.365334+00:00,MFP,MFP,,PRIMARY,2026-08-23T22:25:57.847077+00:00,MFP,,,,,,,,,,,
WS:US:MNST,Monster Beverage,,UNVERIFIED_EQUITY_SECURITY,,MNST,US primary exchange pending,,USD,MNST,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,MNST,2026-08-23T21:49:45.771089+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.384788+00:00,MNST,MNST,,PRIMARY,2026-08-23T22:25:57.857152+00:00,MNST,,,,,,,,,,,
WS:US:MP,MP Materials,,UNVERIFIED_EQUITY_SECURITY,,MP,US primary exchange pending,,USD,MP,,US_SP1500,US_SP1500;US_SP400,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP400,2026-08-23,2026-08-23T21:30:39.794174+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_400_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,MP,2026-08-23T21:49:45.780328+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.391443+00:00,MP,MP,,PRIMARY,2026-08-23T22:25:57.860498+00:00,MP,,,,,,,,,,,
WS:US:MRNA,Moderna,,UNVERIFIED_EQUITY_SECURITY,,MRNA,US primary exchange pending,,USD,MRNA,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,MRNA,2026-08-23T21:49:45.789742+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.397808+00:00,MRNA,MRNA,,PRIMARY,2026-08-23T22:25:57.863983+00:00,MRNA,,,,,,,,,,,
WS:US:MXL,"MaxLinear, Inc.",,UNVERIFIED_EQUITY_SECURITY,,MXL,US primary exchange pending,,USD,MXL,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,MXL,2026-08-23T21:49:45.834280+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.428918+00:00,MXL,MXL,,PRIMARY,2026-08-23T22:25:57.880206+00:00,MXL,,,,,,,,,,,
WS:US:PRIM,Primoris Services Corporation,,UNVERIFIED_EQUITY_SECURITY,,PRIM,US primary exchange pending,,USD,PRIM,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,PRIM,2026-08-23T21:49:46.100245+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.615798+00:00,PRIM,PRIM,,PRIMARY,2026-08-23T22:25:57.976905+00:00,PRIM,,,,,,,,,,,
WS:US:Q,Qnity Electronics,,UNVERIFIED_EQUITY_SECURITY,,Q,US primary exchange pending,,USD,Q,,US_SP1500,US_SP1500;US_SP500,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP500,2026-08-23,2026-08-23T21:30:39.456340+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,Q,2026-08-23T21:49:46.133159+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.638187+00:00,Q,Q,,PRIMARY,2026-08-23T22:25:57.989078+00:00,Q,,,,,,,,,,,
WS:US:SEZL,Sezzle,,UNVERIFIED_EQUITY_SECURITY,,SEZL,US primary exchange pending,,USD,SEZL,,US_SP1500,US_SP1500;US_SP600,True,ACTIVE_SOURCE_CAPTURED,US_SOURCE_DIRECT,NOT_VERIFIED,US_SP600,2026-08-23,2026-08-23T21:30:40.125978+00:00,,Source-superset capture; source=https://en.wikipedia.org/wiki/List_of_S%26P_600_companies; identity/provider mapping pending,AUDITED_NO_CRITICAL_IDENTITY_ISSUE,US_PRIMARY_MIC_PENDING;ISIN_NOT_VERIFIED,0.94,SEZL,2026-08-23T21:49:46.269005+00:00,,,CARRY_FORWARD,2026-08-23T22:05:06.733439+00:00,SEZL,SEZL,,PRIMARY,2026-08-23T22:25:58.038628+00:00,SEZL,,,,,,,,,,,
