Security_Key,Source_WS_ID,Name,ISIN,Primary_MIC,Primary_Ticker,Instrument_Type,Source_ID,Evidence_Cohort,Acquisition_Status,History_State,History_Observation_Count,History_Valid_Observation_Count,History_Evidence,Liquidity_State,Liquidity_Bucket,Usable20,MedianTurnover20_EUR,Scalable_Plausibility,Eligibility_DryRun,Eligibility_Reason,Prior_Strict_759,Proposed_Strict,Universe_Write
WSSEC:WS:ISIN:INE047A01021,WS:ISIN:INE047A01021,Grasim Industries Ltd.,INE047A01021,XNSE,GRASIM,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,498,498,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,31639190.95997699,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE059A01026,WS:ISIN:INE059A01026,Cipla Ltd.,INE059A01026,XNSE,CIPLA,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,9854527.686521716,NOT_VERIFIED,LOW_LIQUIDITY_EXCEPTION,LIQUIDITY_5_TO_15M_EXCEPTION_POOL,NO,NO,NO
WSSEC:WS:ISIN:INE062A01020,WS:ISIN:INE062A01020,State Bank of India,INE062A01020,XNSE,SBIN,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,74547233.56940481,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE066A01021,WS:ISIN:INE066A01021,Eicher Motors Ltd.,INE066A01021,XNSE,EICHERMOT,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,24588811.146303654,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE075A01022,WS:ISIN:INE075A01022,Wipro Ltd.,INE075A01022,XNSE,WIPRO,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,12835318.763130818,NOT_VERIFIED,LOW_LIQUIDITY_EXCEPTION,LIQUIDITY_5_TO_15M_EXCEPTION_POOL,NO,NO,NO
WSSEC:WS:ISIN:INE081A01020,WS:ISIN:INE081A01020,Tata Steel Ltd.,INE081A01020,XNSE,TATASTEEL,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,39245459.39200002,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE089A01031,WS:ISIN:INE089A01031,Dr. Reddy's Laboratories Ltd.,INE089A01031,XNSE,DRREDDY,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,STANDARD,20,19224582.627052646,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE090A01021,WS:ISIN:INE090A01021,ICICI Bank Ltd.,INE090A01021,XNSE,ICICIBANK,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,120248056.01657584,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE101A01026,WS:ISIN:INE101A01026,Mahindra & Mahindra Ltd.,INE101A01026,XNSE,M&M,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,52618841.474584706,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE123W01016,WS:ISIN:INE123W01016,SBI Life Insurance Company Ltd.,INE123W01016,XNSE,SBILIFE,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,13119266.401939338,NOT_VERIFIED,LOW_LIQUIDITY_EXCEPTION,LIQUIDITY_5_TO_15M_EXCEPTION_POOL,NO,NO,NO
WSSEC:WS:ISIN:INE154A01025,WS:ISIN:INE154A01025,ITC Ltd.,INE154A01025,XNSE,ITC,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,30736925.00998172,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE155A01022,WS:ISIN:INE155A01022,Tata Motors Passenger Vehicles Ltd.,INE155A01022,XNSE,TMPV,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,23400616.76204367,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE192A01025,WS:ISIN:INE192A01025,Tata Consumer Products Ltd.,INE192A01025,XNSE,TATACONSUM,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,11258281.756136764,NOT_VERIFIED,LOW_LIQUIDITY_EXCEPTION,LIQUIDITY_5_TO_15M_EXCEPTION_POOL,NO,NO,NO
WSSEC:WS:ISIN:INE213A01029,WS:ISIN:INE213A01029,Oil & Natural Gas Corporation Ltd.,INE213A01029,XNSE,ONGC,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,498,498,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,24364161.27511967,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE237A01036,WS:ISIN:INE237A01036,Kotak Mahindra Bank Ltd.,INE237A01036,XNSE,KOTAKBANK,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,36825738.61552933,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE238A01034,WS:ISIN:INE238A01034,Axis Bank Ltd.,INE238A01034,XNSE,AXISBANK,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,498,498,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,52131297.44973051,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE239A01024,WS:ISIN:INE239A01024,Nestle India Ltd.,INE239A01024,XNSE,NESTLEIND,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,23604676.69789141,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE263A01024,WS:ISIN:INE263A01024,Bharat Electronics Ltd.,INE263A01024,XNSE,BEL,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,34717614.71566627,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE280A01028,WS:ISIN:INE280A01028,Titan Company Ltd.,INE280A01028,XNSE,TITAN,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,26196461.448945634,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE296A01032,WS:ISIN:INE296A01032,Bajaj Finance Ltd.,INE296A01032,XNSE,BAJFINANCE,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,498,498,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,47471317.617112786,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE397D01024,WS:ISIN:INE397D01024,Bharti Airtel Ltd.,INE397D01024,XNSE,BHARTIARTL,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,99633968.48774827,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE423A01024,WS:ISIN:INE423A01024,Adani Enterprises Ltd.,INE423A01024,XNSE,ADANIENT,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,24539943.76095742,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE437A01024,WS:ISIN:INE437A01024,Apollo Hospitals Enterprise Ltd.,INE437A01024,XNSE,APOLLOHOSP,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,498,498,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,23475722.317748994,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE467B01029,WS:ISIN:INE467B01029,Tata Consultancy Services Ltd.,INE467B01029,XNSE,TCS,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,49605642.56983438,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE481G01011,WS:ISIN:INE481G01011,UltraTech Cement Ltd.,INE481G01011,XNSE,ULTRACEMCO,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,498,498,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,21844639.04759705,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE522F01014,WS:ISIN:INE522F01014,Coal India Ltd.,INE522F01014,XNSE,COALINDIA,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,STANDARD,20,19511107.403258532,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE585B01010,WS:ISIN:INE585B01010,Maruti Suzuki India Ltd.,INE585B01010,XNSE,MARUTI,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,34793280.69207938,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE646L01027,WS:ISIN:INE646L01027,InterGlobe Aviation Ltd.,INE646L01027,XNSE,INDIGO,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,498,498,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,STANDARD,20,19291391.437173773,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE669C01036,WS:ISIN:INE669C01036,Tech Mahindra Ltd.,INE669C01036,XNSE,TECHM,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,30398883.442293458,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE721A01047,WS:ISIN:INE721A01047,Shriram Finance Ltd.,INE721A01047,XNSE,SHRIRAMFIN,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,34124071.29115852,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE733E01010,WS:ISIN:INE733E01010,NTPC Ltd.,INE733E01010,XNSE,NTPC,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,23225718.91392939,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE742F01042,WS:ISIN:INE742F01042,Adani Ports and Special Economic Zone Ltd.,INE742F01042,XNSE,ADANIPORTS,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,27294137.49737721,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE752E01010,WS:ISIN:INE752E01010,Power Grid Corporation of India Ltd.,INE752E01010,XNSE,POWERGRID,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,STANDARD,20,18458330.951314714,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE758E01017,WS:ISIN:INE758E01017,Jio Financial Services Ltd.,INE758E01017,XNSE,JIOFIN,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,22081904.326629996,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE758T01015,WS:ISIN:INE758T01015,Eternal Ltd.,INE758T01015,XNSE,ETERNAL,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,78475859.00037341,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE795G01014,WS:ISIN:INE795G01014,HDFC Life Insurance Company Ltd.,INE795G01014,XNSE,HDFCLIFE,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_THIN,LOW_EXCEPTION,20,12818215.533114031,NOT_VERIFIED,LOW_LIQUIDITY_EXCEPTION,LIQUIDITY_5_TO_15M_EXCEPTION_POOL,NO,NO,NO
WSSEC:WS:ISIN:INE849A01020,WS:ISIN:INE849A01020,Trent Ltd.,INE849A01020,XNSE,TRENT,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,498,498,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,STANDARD,20,18328002.92103441,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE860A01027,WS:ISIN:INE860A01027,HCL Technologies Ltd.,INE860A01027,XNSE,HCLTECH,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,STANDARD,20,19024362.007491812,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE917I01010,WS:ISIN:INE917I01010,Bajaj Auto Ltd.,INE917I01010,XNSE,BAJAJ-AUTO,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,498,498,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,23403495.547219716,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:INE918I01026,WS:ISIN:INE918I01026,Bajaj Finserv Ltd.,INE918I01026,XNSE,BAJAJFINSV,COMMON_STOCK,SRC_NIFTY50,BASE_1633,,HISTORY_OK,499,499,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,STANDARD,20,15723292.115014508,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:KYG022421088,WS:ISIN:KYG022421088,ALCHIP TECHNOLOGIES LIMITED,KYG022421088,XTAI,3661,COMMON_STOCK,SRC_FTSE_TW50_CW_20260630,BASE_1633,,HISTORY_OK,484,484,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,207279119.01359683,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:KYG114741062,WS:ISIN:KYG114741062,BIZLINK HOLDING INC.,KYG114741062,XTAI,3665,COMMON_STOCK,SRC_FTSE_TW50_CW_20260630,BASE_1633,,HISTORY_OK,484,484,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,192602540.03017524,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:KYG989221000,WS:ISIN:KYG989221000,ZHEN DING TECHNOLOGY HOLDING LIMITED,KYG989221000,XTAI,4958,COMMON_STOCK,SRC_FTSE_TW50_CW_20260630,BASE_1633,,HISTORY_OK,484,484,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,421201593.8067701,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:TW0001216000,WS:ISIN:TW0001216000,UNI-PRESIDENT ENTERPRISES CORP.,TW0001216000,XTAI,1216,COMMON_STOCK,SRC_FTSE_TW50_CW_20260630,BASE_1633,,HISTORY_OK,484,484,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,27152390.75108891,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:TW0001303006,WS:ISIN:TW0001303006,NAN YA PLASTICS CORPORATION,TW0001303006,XTAI,1303,COMMON_STOCK,SRC_FTSE_TW50_CW_20260630,BASE_1633,,HISTORY_OK,484,484,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,451266230.4797486,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
WSSEC:WS:ISIN:TW0002059003,WS:ISIN:TW0002059003,KING SLIDE WORKS CO. LTD,TW0002059003,XTAI,2059,COMMON_STOCK,SRC_FTSE_TW50_CW_20260630,BASE_1633,,HISTORY_OK,484,484,output_current_master_research_partial_1633_data_refresh_v0_38/history_gate_current_1633_v0.38.csv,LIQUIDITY_OK,PREFERRED,20,177006595.38707998,NOT_VERIFIED,PASS_STRICT_CANDIDATE,ALL_STANDARD_GATES_PASS,YES,YES,NO
