Research_Partial_Rank_v0_16,WS_ID,Name,Country,Primary_Ticker,Primary_MIC,Primary_Currency,Primary_Universe_Index,AsOf,Bars,Close_Tech,EMA20,EMA50,SMA200,ATR14_Wilder_DEV,R5,R20,R60,High20,High60,High252,Low20,Low60,Dist_EMA20,Dist_EMA50,Dist_SMA200,Dist_High252,Range20_Pct,MedianVolume20_Tech,MedianTurnover20_Native,P0_Core_Feature_Complete_v0_17,Obs_Close_Above_EMA20,Obs_Close_Above_EMA50,Obs_Close_Above_SMA200,Obs_R20_Positive,Obs_R60_Positive,Obs_R20_Warning_18pct,Obs_R60_Warning_30pct,P0_Dry_Run_Status_v0_17,P0_PASS_v0_17,P0_FAIL_NO_PRICE_SETUP_v0_17,P0_MULTI_LANE_v0_17,P0_DATA_ERROR_v0_17
18,WS:US:WDC,Western Digital,,WDC,,USD,US_SP1500,2026-08-21,501,459.4400024414063,490.8121448137228,507.3374468864071,358.27069885253906,43.13373466063267,-0.0970125521536905,-0.1161215597711851,-0.1341122812264547,580.0,799.8699951171875,799.8699951171875,407.4800109863281,407.4800109863281,-0.0639188388140297,-0.0944094403812558,0.2823822989512954,-0.4256066545237835,0.3755005835297806,8553950.0,4323748844.18335,True,False,False,True,False,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
19,WS:US:STX,Seagate Technology,,STX,,USD,US_SP1500,2026-08-21,501,850.0,868.4645459206012,852.4782636020991,565.8712992858887,69.56059920261377,-0.1268080232287726,-0.0019842929194445,-0.0237290949185527,1013.989990234375,1145.0,1145.0,698.989990234375,698.989990234375,-0.0212611395679118,-0.0029071282024568,0.5021083434920142,-0.2576419213973799,0.3705882352941176,4879850.0,4278925233.554077,True,False,False,True,False,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
20,WS:US:AMAT,Applied Materials,,AMAT,,USD,US_SP1500,2026-08-21,501,492.3200073242188,521.3196757801834,524.6041036040049,395.5117993927002,32.408775122799256,-0.0292992341302033,-0.0819207322625291,0.0983156883975877,563.760009765625,739.6699829101562,739.6699829101562,436.3299865722656,436.3299865722656,-0.0556274198025713,-0.0615399232640307,0.2447669275105457,-0.3344058584245425,0.2588357598667323,7453250.0,3935490368.751526,True,False,False,True,False,True,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
21,WS:US:LITE,Lumentum,,LITE,,USD,US_SP1500,2026-08-21,501,866.7100219726562,844.7998874744408,827.0527031116821,652.6195500183105,80.98574982519497,-0.0641695550735282,0.1359389154062436,-0.039454262595185,999.6749877929688,1049.530029296875,1085.6800537109375,594.8400268554688,594.8400268554688,0.0259352952374516,0.0479501713878309,0.3280478985778758,-0.2016892831270362,0.4670938960831263,5017100.0,3872506843.566895,True,True,True,True,True,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
22,WS:US:ORCL,Oracle Corporation,,ORCL,,USD,US_SP1500,2026-08-21,501,146.47000122070312,143.25426101217542,148.70742384464606,173.07454990386964,7.050967776251664,-0.0269067428700492,0.2737629701865762,-0.2329807495232627,159.25999450683594,250.25,345.7200012207031,114.5,114.5,0.0224477805114249,-0.0150458031354262,-0.153717277889461,-0.5763334469989239,0.3055915486707133,26146450.0,3741900404.112244,True,True,False,False,True,False,True,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
23,WS:XSHG:603986,GigaDevice Semiconductor (Beijing) Inc.,China,603986,XSHG,CNY,CN_CSI300,2026-08-21,485,409.05999755859375,424.1954209672946,458.5984305849018,348.3094498443604,33.59148762471433,-0.0201686624656386,-0.1049015370709108,-0.1530848911830357,455.80999755859375,846.6599731445312,846.6599731445312,337.1000061035156,337.1000061035156,-0.0356803083215455,-0.1080213749600629,0.1744154450629442,-0.516854450979503,0.2902019072106265,62369727.5,24724762399.79625,True,False,False,True,False,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
24,WS:XSHE:300502,"Eoptolink Technology Inc., Ltd",China,300502,XSHE,CNY,CN_CSI300,2026-08-21,485,442.0,440.4398258547902,445.41368291243896,299.87608995710104,37.18615162204803,-0.013568975974081,-0.0714675639654593,0.2060027858963697,492.4100036621094,618.8699951171875,618.8699951171875,347.0,343.41836111886164,0.003542309422591,-0.007664072845984,0.4739421207713845,-0.2857950724912683,0.328981908737804,52723675.5,21962538696.39496,True,True,False,True,False,True,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
25,WS:US:LLY,Lilly (Eli),,LLY,,USD,US_SP1500,2026-08-21,501,1255.4000244140625,1207.3422759397254,1169.6399547531407,1052.9815042114258,41.92315358775068,0.0637540571238486,0.0496392177979763,0.1592730519977891,1292.6500244140625,1292.6500244140625,1292.6500244140625,1109.1500244140625,1052.1500244140625,0.0398045769058585,0.073321768218,0.1922336901389614,-0.028816771203702,0.1461685490134076,2565250.0,3198590352.484131,True,True,True,True,True,True,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
26,WS:US:LRCX,Lam Research,,LRCX,,USD,US_SP1500,2026-08-21,501,314.0,317.4820008943294,319.219065426212,253.5945992279053,20.660438915940585,-0.0552412629701549,0.0287998715344008,-0.0154579148684613,345.2799987792969,438.5,438.5,250.5,250.5,-0.0109675537023227,-0.0163494790614829,0.2381967161603801,-0.2839224629418472,0.3018471298703722,9101500.0,2936938287.60376,True,False,False,True,True,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
27,WS:US:WMT,Walmart,,WMT,,USD,US_SP1500,2026-08-21,501,103.6999969482422,111.79837784255828,114.08321693408509,118.52379962921142,3.0018678854985863,-0.1003730374925812,-0.0527085430539824,-0.1251898418480718,116.87000274658205,122.94000244140624,135.16000366210938,102.1500015258789,102.1500015258789,-0.0724373738742503,-0.0910144389760861,-0.1250702620684104,-0.2327612153112619,0.1419479426605001,22426900.0,2546912822.268296,True,False,False,False,False,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
28,WS:US:V,Visa Inc.,,V,,USD,US_SP1500,2026-08-21,501,371.0400085449219,363.21499402379055,353.82875295940187,331.8794496154785,6.953396990152972,0.0189208149496662,0.0430089917652121,0.132566237707175,373.9700012207031,373.9700012207031,373.9700012207031,355.4800109863281,309.0,0.0215437541122511,0.0486428969990881,0.1179963356417985,-0.007834833452462,0.0498328746457443,6743700.0,2479027557.9849243,True,True,True,True,True,True,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
29,WS:US:DELL,Dell Technologies,,DELL,,USD,US_SP1500,2026-08-21,501,442.0799865722656,447.5514918646582,415.7480283645847,237.07379936218263,30.411290131080182,-0.0992848785247302,0.0104685407366071,0.4479234113957744,514.0,514.0,514.0,358.8800048828125,311.5199890136719,-0.012225420743424,0.0633363393478068,0.864735739510762,-0.1399222051123236,0.350886716948971,5401950.0,2435343646.328736,True,False,True,True,True,True,False,True,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
30,WS:US:CAT,Caterpillar Inc.,,CAT,,USD,US_SP1500,2026-08-21,501,827.9000244140625,851.3082775102212,872.6998025864876,761.0984490966797,34.43366066130723,-0.0334706826821038,-0.0684459367766613,-0.0901497575879411,935.0,1073.4599609375,1073.4599609375,776.0,776.0,-0.0274967995901785,-0.051334694977183,0.0877699532782745,-0.2287555618832575,0.1920521745515475,2917150.0,2438818744.3389893,True,False,False,True,False,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
31,WS:US:NFLX,Netflix,,NFLX,,USD,US_SP1500,2026-08-21,501,79.58999633789062,76.16514586814289,76.6783315411842,83.88472520065308,2.350651733250945,0.0182957089147948,0.1355400270561051,-0.0888380340215976,81.16000366210938,87.2300033569336,115.25,69.86000061035156,65.08000183105469,0.0449661118706032,0.037972458948752,-0.0511979845256621,-0.3094143484781724,0.1419776802575148,31107400.0,2412682638.938904,True,True,True,False,True,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
32,WS:US:CRM,Salesforce,,CRM,,USD,US_SP1500,2026-08-21,501,209.1699981689453,192.67396887286975,183.41018067076735,200.8213507080078,8.059633162963351,0.0660516335131553,0.2780764602742853,0.1783561750991442,211.07000732421875,211.33999633789065,269.1099853515625,167.13999938964844,146.32000732421875,0.0856162842992036,0.1404492237234007,0.0415725092551357,-0.222734162406914,0.2100205972134126,12485150.0,2379525682.7545166,True,True,True,True,True,True,True,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
33,WS:XSHE:002384,Suzhou Dongshan Precision Manufacturing Co Ltd,China,002384,XSHE,CNY,CN_CSI300,2026-08-21,485,201.0800018310547,201.9487342638953,207.73618204133453,142.99745014190674,16.445693533274447,-0.0200302186337036,0.0095391566680405,-0.0818264756572845,219.8500061035156,280.0799865722656,280.0799865722656,161.8000030517578,161.8000030517578,-0.0043017473519064,-0.0320415064187298,0.4061789327817273,-0.2820622269661083,0.2886910807795338,82972311.0,15993859860.224274,True,False,False,True,True,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
34,WS:US:APP,AppLovin,,APP,,USD,US_SP1500,2026-08-21,501,305.7699890136719,349.2947613900037,404.5090908021555,500.174925994873,20.431707883625897,-0.0306556345196915,-0.2199347404367085,-0.4615114033936461,437.7900085449219,622.0,745.6099853515625,298.0,298.0,-0.1246075727077236,-0.2440961254855375,-0.388673895626655,-0.5899062579352417,0.4571737370166548,6123900.0,2284051836.479187,True,False,False,False,False,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
35,WS:XSHG:688256,Cambricon Technologies Corporation Limited,China,688256,XSHG,CNY,CN_CSI300,2026-08-21,485,1035.0,1128.488606692735,1175.7846677427008,837.7332745402292,84.82956904463157,-0.0530649588289112,-0.1551020408163265,-0.256198347107438,1248.0,1620.0,1620.0,995.0,995.0,-0.0828440855656684,-0.1197367780045834,0.2354767698203657,-0.3611111111111111,0.2444444444444444,14122818.5,15600008105.067991,True,False,False,True,False,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
36,WS:US:NOW,ServiceNow,,NOW,,USD,US_SP1500,2026-08-21,501,128.47999572753906,120.08069945192676,112.85380341229356,99.57353607177734,6.266065639831953,0.0361289978027343,0.3006681242687661,0.2581276172345119,131.17999267578125,139.1999969482422,157.77999877929688,100.3499984741211,89.38999938964844,0.0699470965271558,0.1384640290603025,0.2903026325682014,-0.1857016306150612,0.2399594896238924,19801400.0,2287389890.031052,True,True,True,True,True,True,True,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
37,WS:US:CSCO,Cisco,,CSCO,,USD,US_SP1500,2026-08-21,501,111.04000091552734,114.78206086711756,114.13284928302495,92.9254999923706,3.808451475122508,-0.005730653544946,-0.0274152343314072,-0.0721149610216796,124.70999908447266,130.3699951171875,130.3699951171875,109.2300033569336,107.52999877929688,-0.0326014354797338,-0.0270986695497982,0.1949357380336289,-0.1482702686633127,0.1394091822758118,19436250.0,2241449733.6219788,True,False,False,True,False,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
38,WS:US:XOM,ExxonMobil,,XOM,,USD,US_SP1500,2026-08-21,501,165.11000061035156,158.70988345715605,153.46215477185714,142.56099983215333,3.656130625532276,0.0312929064074902,0.0520580989030861,0.1163624572284467,168.63999938964844,168.63999938964844,176.41000366210938,149.08999633789062,134.9499969482422,0.0403258890611133,0.0759004450042459,0.1581708938962738,-0.0640553416313142,0.1184059292561841,13879400.0,2228966045.822144,True,True,True,True,True,True,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
39,WS:US:BRK.B,Berkshire Hathaway,,BRK.B,,USD,US_SP1500,2026-08-21,501,495.8200073242188,504.9099532925957,500.2725628635845,492.1238494873047,7.4896036140446896,-0.0162886960596825,0.0017982637173101,0.0331305081088864,537.739990234375,537.739990234375,537.739990234375,493.9700012207031,467.9599914550781,-0.0180031031456203,-0.0089002593183985,0.0075106253045136,-0.0779558590981588,0.0882779806524638,4300900.0,2231927133.239746,True,False,False,True,True,True,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
40,WS:US:JPM,JPMorgan Chase,,JPM,,USD,US_SP1500,2026-08-21,501,351.5799865722656,355.2548045872055,344.1221374434734,316.06995056152346,6.229630736833645,-0.0310329894148142,-0.0046148323157495,0.174752699833901,366.5,366.5,366.5,343.7799987792969,295.20001220703125,-0.0103441754129403,0.0216720992848573,0.1123486618947982,-0.0407094500074607,0.0646225669504459,6128350.0,2171752138.619995,True,False,True,True,False,True,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
41,WS:US:GEV,GE Vernova,,GEV,,USD,US_SP1500,2026-08-21,501,956.8499755859376,1010.2152371208329,1017.0497257512336,868.0566488647461,49.96503411688157,-0.1000705614051845,-0.0570584128248953,-0.072720966379412,1099.6600341796875,1195.93994140625,1195.93994140625,897.6799926757812,856.010009765625,-0.0528256351458221,-0.0591905672270155,0.1022897835496292,-0.1999180373047644,0.2110885161283738,2073600.0,2129277348.135376,True,False,False,True,False,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
42,WS:US:COHR,Coherent Corp.,,COHR,,USD,US_SP1500,2026-08-21,501,289.5199890136719,311.9557448811717,320.8441304488917,269.83315040588377,32.341156118477045,-0.1114384772886475,0.0252486773447384,-0.2384660040209546,391.3699951171875,440.0,440.0,220.67999267578125,220.67999267578125,-0.0719196752604954,-0.0976304020004802,0.0729593031033255,-0.3420000249689275,0.5895620645155034,7161150.0,2085702436.697388,True,False,False,True,True,False,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
43,WS:XSHE:300394,"Suzhou TFC Optical Communication Co., Ltd.",China,300394,XSHE,CNY,CN_CSI300,2026-08-21,485,273.0799865722656,248.30253748118736,238.6937001162587,170.07893113817488,21.6207390279188,0.0200590014888875,0.3425101108885835,0.1958995408412096,295.0,346.0,346.0,155.5500030517578,155.5500030517578,0.0997873374248361,0.144060301714116,0.6056073773794535,-0.210751483895186,0.51065623189248,54827441.0,13913592824.041107,True,True,True,True,True,True,True,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
44,WS:US:KLAC,KLA Corporation,,KLAC,,USD,US_SP1500,2026-08-21,501,183.9900054931641,196.6712797489164,181.01669670313453,65.2826295928955,11.75674973740861,-0.0968485941945596,-0.126021272282329,8.400723026451198,214.8000030517578,307.3699951171875,307.3699951171875,169.80999755859375,18.86000061035156,-0.0644795430829662,0.0164256051744537,1.8183608203366104,-0.4014054448515176,0.2445241814769966,10290650.0,1969574093.3052063,True,False,True,True,False,True,False,True,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
45,WS:US:PANW,Palo Alto Networks,,PANW,,USD,US_SP1500,2026-08-21,501,357.8699951171875,360.1866288092108,332.42491936553034,226.0003999328613,15.3990964616234,-0.0687016802021067,0.1052533607365386,0.4402945762426666,398.8800048828125,398.8800048828125,398.8800048828125,308.5400085449219,248.41000366210935,-0.0064317592790219,0.0765438277016714,0.5834927514442501,-0.1028128992769977,0.2524380293695984,5389100.0,1951420902.0095823,True,False,True,True,True,True,False,True,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
46,WS:XTKS:5803,FUJIKURA LTD.,Japan,5803,XTKS,JPY,JP_N225,2026-08-21,488,5280.0,5220.663680907226,5040.354771270291,2880.549306233724,426.28880872939726,-0.0679611650485436,0.1169875185106832,0.027237354085603,6433.0,7068.0,7933.0,3665.0,3665.0,0.0113656658845455,0.0475453097261469,0.8329837259073074,-0.3344258162107651,0.5242424242424243,56399800.0,299867725150.0,True,True,True,True,True,True,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
47,WS:US:GS,Goldman Sachs,,GS,,USD,US_SP1500,2026-08-21,501,1039.280029296875,1038.0422633829194,1034.796443728092,936.362801208496,29.62758771586142,-0.0001347045876718,-0.0206835008206039,0.0429617147053036,1088.5,1153.989990234375,1153.989990234375,977.7000122070312,977.7000122070312,0.0011924041608111,0.0043328188804261,0.1099117008445349,-0.0994029080912586,0.1066122552820826,1787650.0,1842170314.440918,True,True,True,True,False,True,False,False,NO_AUTOMATED_LANE_DECISION_PARAMETERS_NOT_VALIDATED,False,False,False,False
