WS_ID,Name,Country,Primary_Universe_Index,Primary_Ticker,Primary_MIC,ISIN,Universe_Status,Yahoo_Symbol_Before,Yahoo_Symbol_After,Yahoo_Mapping_Status,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Prior_Run_Status,Prior_Reason_Code,Search_Attempted,Search_Query,Search_Result_Name,Search_Result_Exchange,Search_Score,Search_Margin,Search_Reason,Identity_Issues,Needs_Review
WS:XASX:ALQ,ALS,Australia,AU_ASX200,ALQ,XASX,,ACTIVE_SOURCE_CAPTURED,,ALQ.AX,DERIVED_RULE,0.93,ALQ,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:ALX,Atlas Arteria,Australia,AU_ASX200,ALX,XASX,,ACTIVE_SOURCE_CAPTURED,,ALX.AX,DERIVED_RULE,0.93,ALX,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:AMC,Amcor,Australia,AU_ASX200,AMC,XASX,,ACTIVE_SOURCE_CAPTURED,,AMC.AX,DERIVED_RULE,0.93,AMC,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:AMP,AMP,Australia,AU_ASX200,AMP,XASX,,ACTIVE_SOURCE_CAPTURED,,AMP.AX,DERIVED_RULE,0.93,AMP,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:ANN,Ansell,Australia,AU_ASX200,ANN,XASX,,ACTIVE_SOURCE_CAPTURED,,ANN.AX,DERIVED_RULE,0.93,ANN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:ANZ,Australia & New Zealand Banking Group,Australia,AU_ASX200,ANZ,XASX,,ACTIVE_SOURCE_CAPTURED,,ANZ.AX,DERIVED_RULE,0.93,ANZ,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:APA,APA Group,Australia,AU_ASX200,APA,XASX,,ACTIVE_SOURCE_CAPTURED,,APA.AX,DERIVED_RULE,0.93,APA,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:APE,Eagers Automotive,Australia,AU_ASX200,APE,XASX,,ACTIVE_SOURCE_CAPTURED,,APE.AX,DERIVED_RULE,0.93,APE,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:ARB,ARB Corporation,Australia,AU_ASX200,ARB,XASX,,ACTIVE_SOURCE_CAPTURED,,ARB.AX,DERIVED_RULE,0.93,ARB,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:ARG,Argo Investments,Australia,AU_ASX200,ARG,XASX,,ACTIVE_SOURCE_CAPTURED,,ARG.AX,DERIVED_RULE,0.93,ARG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:ASB,Austal,Australia,AU_ASX200,ASB,XASX,,ACTIVE_SOURCE_CAPTURED,,ASB.AX,DERIVED_RULE,0.93,ASB,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:ASK,Abacus Storage King,Australia,AU_ASX200,ASK,XASX,,ACTIVE_SOURCE_CAPTURED,,ASK.AX,DERIVED_RULE,0.93,ASK,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:ASX,ASX,Australia,AU_ASX200,ASX,XASX,,ACTIVE_SOURCE_CAPTURED,,ASX.AX,DERIVED_RULE,0.93,ASX,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:AUB,AUB Group,Australia,AU_ASX200,AUB,XASX,,ACTIVE_SOURCE_CAPTURED,,AUB.AX,DERIVED_RULE,0.93,AUB,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:AZJ,Aurizon,Australia,AU_ASX200,AZJ,XASX,,ACTIVE_SOURCE_CAPTURED,,AZJ.AX,DERIVED_RULE,0.93,AZJ,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BEN,Bendigo & Adelaide Bank,Australia,AU_ASX200,BEN,XASX,,ACTIVE_SOURCE_CAPTURED,,BEN.AX,DERIVED_RULE,0.93,BEN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BFL,BSP Financial Group,Australia,AU_ASX200,BFL,XASX,,ACTIVE_SOURCE_CAPTURED,,BFL.AX,DERIVED_RULE,0.93,BFL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BGA,Bega Cheese,Australia,AU_ASX200,BGA,XASX,,ACTIVE_SOURCE_CAPTURED,,BGA.AX,DERIVED_RULE,0.93,BGA,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BGL,Bellevue Gold,Australia,AU_ASX200,BGL,XASX,,ACTIVE_SOURCE_CAPTURED,,BGL.AX,DERIVED_RULE,0.93,BGL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BHP,BHP,Australia,AU_ASX200,BHP,XASX,,ACTIVE_SOURCE_CAPTURED,,BHP.AX,DERIVED_RULE,0.93,BHP,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:BOQ,Bank of Queensland,Australia,AU_ASX200,BOQ,XASX,,ACTIVE_SOURCE_CAPTURED,,BOQ.AX,DERIVED_RULE,0.93,BOQ,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BPT,Beach Energy,Australia,AU_ASX200,BPT,XASX,,ACTIVE_SOURCE_CAPTURED,,BPT.AX,DERIVED_RULE,0.93,BPT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BRG,Breville Group,Australia,AU_ASX200,BRG,XASX,,ACTIVE_SOURCE_CAPTURED,,BRG.AX,DERIVED_RULE,0.93,BRG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BSL,BlueScope,Australia,AU_ASX200,BSL,XASX,,ACTIVE_SOURCE_CAPTURED,,BSL.AX,DERIVED_RULE,0.93,BSL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BWP,BWP Trust,Australia,AU_ASX200,BWP,XASX,,ACTIVE_SOURCE_CAPTURED,,BWP.AX,DERIVED_RULE,0.93,BWP,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:BXB,Brambles,Australia,AU_ASX200,BXB,XASX,,ACTIVE_SOURCE_CAPTURED,,BXB.AX,DERIVED_RULE,0.93,BXB,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CAR,CAR Group,Australia,AU_ASX200,CAR,XASX,,ACTIVE_SOURCE_CAPTURED,,CAR.AX,DERIVED_RULE,0.93,CAR,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CBA,Commonwealth Bank,Australia,AU_ASX200,CBA,XASX,,ACTIVE_SOURCE_CAPTURED,,CBA.AX,DERIVED_RULE,0.93,CBA,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CDA,Codan,Australia,AU_ASX200,CDA,XASX,,ACTIVE_SOURCE_CAPTURED,,CDA.AX,DERIVED_RULE,0.93,CDA,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CEN,Contact Energy,Australia,AU_ASX200,CEN,XASX,,ACTIVE_SOURCE_CAPTURED,,CEN.AX,DERIVED_RULE,0.93,CEN,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:CGF,Challenger,Australia,AU_ASX200,CGF,XASX,,ACTIVE_SOURCE_CAPTURED,,CGF.AX,DERIVED_RULE,0.93,CGF,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CHC,Charter Hall,Australia,AU_ASX200,CHC,XASX,,ACTIVE_SOURCE_CAPTURED,,CHC.AX,DERIVED_RULE,0.93,CHC,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CIA,Champion Iron,Australia,AU_ASX200,CIA,XASX,,ACTIVE_SOURCE_CAPTURED,,CIA.AX,DERIVED_RULE,0.93,CIA,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CIP,Centuria Industrial REIT,Australia,AU_ASX200,CIP,XASX,,ACTIVE_SOURCE_CAPTURED,,CIP.AX,DERIVED_RULE,0.93,CIP,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CLW,Charter Hall Long WALE REIT,Australia,AU_ASX200,CLW,XASX,,ACTIVE_SOURCE_CAPTURED,,CLW.AX,DERIVED_RULE,0.93,CLW,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CMM,Capricorn Metals,Australia,AU_ASX200,CMM,XASX,,ACTIVE_SOURCE_CAPTURED,,CMM.AX,DERIVED_RULE,0.93,CMM,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CNU,Chorus,Australia,AU_ASX200,CNU,XASX,,ACTIVE_SOURCE_CAPTURED,,CNU.AX,DERIVED_RULE,0.93,CNU,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:COH,Cochlear,Australia,AU_ASX200,COH,XASX,,ACTIVE_SOURCE_CAPTURED,,COH.AX,DERIVED_RULE,0.93,COH,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:COL,Coles Group,Australia,AU_ASX200,COL,XASX,,ACTIVE_SOURCE_CAPTURED,,COL.AX,DERIVED_RULE,0.93,COL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CPU,Computershare,Australia,AU_ASX200,CPU,XASX,,ACTIVE_SOURCE_CAPTURED,,CPU.AX,DERIVED_RULE,0.93,CPU,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CQR,Charter Hall Retail REIT,Australia,AU_ASX200,CQR,XASX,,ACTIVE_SOURCE_CAPTURED,,CQR.AX,DERIVED_RULE,0.93,CQR,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CSC,Capstone Copper,Australia,AU_ASX200,CSC,XASX,,ACTIVE_SOURCE_CAPTURED,,CSC.AX,DERIVED_RULE,0.93,CSC,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:CSL,CSL,Australia,AU_ASX200,CSL,XASX,,ACTIVE_SOURCE_CAPTURED,,CSL.AX,DERIVED_RULE,0.93,CSL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CTD,Corporate Travel Management,Australia,AU_ASX200,CTD,XASX,,ACTIVE_SOURCE_CAPTURED,,CTD.AX,DERIVED_RULE,0.93,CTD,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CWY,Cleanaway,Australia,AU_ASX200,CWY,XASX,,ACTIVE_SOURCE_CAPTURED,,CWY.AX,DERIVED_RULE,0.93,CWY,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:CYL,Catalyst Metals,Australia,AU_ASX200,CYL,XASX,,ACTIVE_SOURCE_CAPTURED,,CYL.AX,DERIVED_RULE,0.93,CYL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:DBI,Dalrymple Bay Infrastructure,Australia,AU_ASX200,DBI,XASX,,ACTIVE_SOURCE_CAPTURED,,DBI.AX,DERIVED_RULE,0.93,DBI,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:DNL,Dyno Nobel,Australia,AU_ASX200,DNL,XASX,,ACTIVE_SOURCE_CAPTURED,,DNL.AX,DERIVED_RULE,0.93,DNL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:DOW,Downer Group,Australia,AU_ASX200,DOW,XASX,,ACTIVE_SOURCE_CAPTURED,,DOW.AX,DERIVED_RULE,0.93,DOW,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:DRO,Droneshield,Australia,AU_ASX200,DRO,XASX,,ACTIVE_SOURCE_CAPTURED,,DRO.AX,DERIVED_RULE,0.93,DRO,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:DRR,Deterra Royalties,Australia,AU_ASX200,DRR,XASX,,ACTIVE_SOURCE_CAPTURED,,DRR.AX,DERIVED_RULE,0.93,DRR,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:DXS,Dexus,Australia,AU_ASX200,DXS,XASX,,ACTIVE_SOURCE_CAPTURED,,DXS.AX,DERIVED_RULE,0.93,DXS,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:DYL,Deep Yellow,Australia,AU_ASX200,DYL,XASX,,ACTIVE_SOURCE_CAPTURED,,DYL.AX,DERIVED_RULE,0.93,DYL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:EBO,EBOS Group,Australia,AU_ASX200,EBO,XASX,,ACTIVE_SOURCE_CAPTURED,,EBO.AX,DERIVED_RULE,0.93,EBO,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:EDV,Endeavour Group,Australia,AU_ASX200,EDV,XASX,,ACTIVE_SOURCE_CAPTURED,,EDV.AX,DERIVED_RULE,0.93,EDV,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:EMR,Emerald Resources,Australia,AU_ASX200,EMR,XASX,,ACTIVE_SOURCE_CAPTURED,,EMR.AX,DERIVED_RULE,0.93,EMR,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:EOS,Electro Optic Systems Holdings,Australia,AU_ASX200,EOS,XASX,,ACTIVE_SOURCE_CAPTURED,,EOS.AX,DERIVED_RULE,0.93,EOS,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:EVN,Evolution Mining,Australia,AU_ASX200,EVN,XASX,,ACTIVE_SOURCE_CAPTURED,,EVN.AX,DERIVED_RULE,0.93,EVN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:EVT,EVT,Australia,AU_ASX200,EVT,XASX,,ACTIVE_SOURCE_CAPTURED,,EVT.AX,DERIVED_RULE,0.93,EVT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:FBU,Fletcher Building,Australia,AU_ASX200,FBU,XASX,,ACTIVE_SOURCE_CAPTURED,,FBU.AX,DERIVED_RULE,0.93,FBU,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:FLT,Flight Centre Travel Group,Australia,AU_ASX200,FLT,XASX,,ACTIVE_SOURCE_CAPTURED,,FLT.AX,DERIVED_RULE,0.93,FLT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:FMG,Fortescue,Australia,AU_ASX200,FMG,XASX,,ACTIVE_SOURCE_CAPTURED,,FMG.AX,DERIVED_RULE,0.93,FMG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:FPH,Fisher & Paykel Healthcare,Australia,AU_ASX200,FPH,XASX,,ACTIVE_SOURCE_CAPTURED,,FPH.AX,DERIVED_RULE,0.93,FPH,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:FRW,Freightways Group,Australia,AU_ASX200,FRW,XASX,,ACTIVE_SOURCE_CAPTURED,,FRW.AX,DERIVED_RULE,0.93,FRW,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:GDG,Generation Development Group,Australia,AU_ASX200,GDG,XASX,,ACTIVE_SOURCE_CAPTURED,,GDG.AX,DERIVED_RULE,0.93,GDG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:GGP,Greatland Resources,Australia,AU_ASX200,GGP,XASX,,ACTIVE_SOURCE_CAPTURED,,GGP.AX,DERIVED_RULE,0.93,GGP,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:GMD,Genesis Minerals,Australia,AU_ASX200,GMD,XASX,,ACTIVE_SOURCE_CAPTURED,,GMD.AX,DERIVED_RULE,0.93,GMD,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:GMG,Goodman Group,Australia,AU_ASX200,GMG,XASX,,ACTIVE_SOURCE_CAPTURED,,GMG.AX,DERIVED_RULE,0.93,GMG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:GNE,Genesis Energy,Australia,AU_ASX200,GNE,XASX,,ACTIVE_SOURCE_CAPTURED,,GNE.AX,DERIVED_RULE,0.93,GNE,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:GPT,GPT Group,Australia,AU_ASX200,GPT,XASX,,ACTIVE_SOURCE_CAPTURED,,GPT.AX,DERIVED_RULE,0.93,GPT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:GQG,GQG Partners,Australia,AU_ASX200,GQG,XASX,,ACTIVE_SOURCE_CAPTURED,,GQG.AX,DERIVED_RULE,0.93,GQG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:HDN,HomeCo Daily Needs REIT,Australia,AU_ASX200,HDN,XASX,,ACTIVE_SOURCE_CAPTURED,,HDN.AX,DERIVED_RULE,0.93,HDN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:HUB,HUB24,Australia,AU_ASX200,HUB,XASX,,ACTIVE_SOURCE_CAPTURED,,HUB.AX,DERIVED_RULE,0.93,HUB,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:HVN,Harvey Norman,Australia,AU_ASX200,HVN,XASX,,ACTIVE_SOURCE_CAPTURED,,HVN.AX,DERIVED_RULE,0.93,HVN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:IAG,Insurance Australia Group,Australia,AU_ASX200,IAG,XASX,,ACTIVE_SOURCE_CAPTURED,,IAG.AX,DERIVED_RULE,0.93,IAG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:IFL,Insignia Financial,Australia,AU_ASX200,IFL,XASX,,ACTIVE_SOURCE_CAPTURED,,IFL.AX,DERIVED_RULE,0.93,IFL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:IFT,Infratil,Australia,AU_ASX200,IFT,XASX,,ACTIVE_SOURCE_CAPTURED,,IFT.AX,DERIVED_RULE,0.93,IFT,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:IGO,IGO,Australia,AU_ASX200,IGO,XASX,,ACTIVE_SOURCE_CAPTURED,,IGO.AX,DERIVED_RULE,0.93,IGO,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:ILU,Iluka Resources,Australia,AU_ASX200,ILU,XASX,,ACTIVE_SOURCE_CAPTURED,,ILU.AX,DERIVED_RULE,0.93,ILU,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:IMD,IMDEX,Australia,AU_ASX200,IMD,XASX,,ACTIVE_SOURCE_CAPTURED,,IMD.AX,DERIVED_RULE,0.93,IMD,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:JBH,JB Hi-Fi,Australia,AU_ASX200,JBH,XASX,,ACTIVE_SOURCE_CAPTURED,,JBH.AX,DERIVED_RULE,0.93,JBH,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:JHX,James Hardie,Australia,AU_ASX200,JHX,XASX,,ACTIVE_SOURCE_CAPTURED,,JHX.AX,DERIVED_RULE,0.93,JHX,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:L1G,L1 Group,Australia,AU_ASX200,L1G,XASX,,ACTIVE_SOURCE_CAPTURED,,L1G.AX,DERIVED_RULE,0.93,L1G,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:LLC,Lendlease,Australia,AU_ASX200,LLC,XASX,,ACTIVE_SOURCE_CAPTURED,,LLC.AX,DERIVED_RULE,0.93,LLC,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:LNW,Light & Wonder,Australia,AU_ASX200,LNW,XASX,,ACTIVE_SOURCE_CAPTURED,,LNW.AX,DERIVED_RULE,0.93,LNW,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:LOV,Lovisa,Australia,AU_ASX200,LOV,XASX,,ACTIVE_SOURCE_CAPTURED,,LOV.AX,DERIVED_RULE,0.93,LOV,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:LSF,L1 Long Short Fund,Australia,AU_ASX200,LSF,XASX,,ACTIVE_SOURCE_CAPTURED,,LSF.AX,DERIVED_RULE,0.93,LSF,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:LTR,Liontown Resources,Australia,AU_ASX200,LTR,XASX,,ACTIVE_SOURCE_CAPTURED,,LTR.AX,DERIVED_RULE,0.93,LTR,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:LYC,Lynas Rare Earths,Australia,AU_ASX200,LYC,XASX,,ACTIVE_SOURCE_CAPTURED,,LYC.AX,DERIVED_RULE,0.93,LYC,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MCY,Mercury NZ,Australia,AU_ASX200,MCY,XASX,,ACTIVE_SOURCE_CAPTURED,,MCY.AX,DERIVED_RULE,0.93,MCY,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:MEZ,Meridian Energy,Australia,AU_ASX200,MEZ,XASX,,ACTIVE_SOURCE_CAPTURED,,MEZ.AX,DERIVED_RULE,0.93,MEZ,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:MFF,MFF Capital Investments,Australia,AU_ASX200,MFF,XASX,,ACTIVE_SOURCE_CAPTURED,,MFF.AX,DERIVED_RULE,0.93,MFF,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MFG,Magellan Financial Group,Australia,AU_ASX200,MFG,XASX,,ACTIVE_SOURCE_CAPTURED,,MFG.AX,DERIVED_RULE,0.93,MFG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MGR,Mirvac,Australia,AU_ASX200,MGR,XASX,,ACTIVE_SOURCE_CAPTURED,,MGR.AX,DERIVED_RULE,0.93,MGR,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MIN,Mineral Resources,Australia,AU_ASX200,MIN,XASX,,ACTIVE_SOURCE_CAPTURED,,MIN.AX,DERIVED_RULE,0.93,MIN,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MND,Monadelphous Group,Australia,AU_ASX200,MND,XASX,,ACTIVE_SOURCE_CAPTURED,,MND.AX,DERIVED_RULE,0.93,MND,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MPL,Medibank,Australia,AU_ASX200,MPL,XASX,,ACTIVE_SOURCE_CAPTURED,,MPL.AX,DERIVED_RULE,0.93,MPL,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MQG,Macquarie Group,Australia,AU_ASX200,MQG,XASX,,ACTIVE_SOURCE_CAPTURED,,MQG.AX,DERIVED_RULE,0.93,MQG,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MSB,Mesoblast,Australia,AU_ASX200,MSB,XASX,,ACTIVE_SOURCE_CAPTURED,,MSB.AX,DERIVED_RULE,0.93,MSB,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MTS,Metcash,Australia,AU_ASX200,MTS,XASX,,ACTIVE_SOURCE_CAPTURED,,MTS.AX,DERIVED_RULE,0.93,MTS,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:MXT,Metrics Master Income Trust,Australia,AU_ASX200,MXT,XASX,,ACTIVE_SOURCE_CAPTURED,,MXT.AX,DERIVED_RULE,0.93,MXT,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:NAB,National Australia Bank,Australia,AU_ASX200,NAB,XASX,,ACTIVE_SOURCE_CAPTURED,,NAB.AX,DERIVED_RULE,0.93,NAB,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:NEM,Newmont,Australia,AU_ASX200,NEM,XASX,,ACTIVE_SOURCE_CAPTURED,,NEM.AX,DERIVED_RULE,0.93,NEM,,,False,,,,,,,ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:XASX:NHC,New Hope,Australia,AU_ASX200,NHC,XASX,,ACTIVE_SOURCE_CAPTURED,,NHC.AX,DERIVED_RULE,0.93,NHC,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:NHF,Nib,Australia,AU_ASX200,NHF,XASX,,ACTIVE_SOURCE_CAPTURED,,NHF.AX,DERIVED_RULE,0.93,NHF,,,False,,,,,,,ISIN_NOT_VERIFIED,False
WS:XASX:NIC,Nickel Industries,Australia,AU_ASX200,NIC,XASX,,ACTIVE_SOURCE_CAPTURED,,NIC.AX,DERIVED_RULE,0.93,NIC,,,False,,,,,,,ISIN_NOT_VERIFIED,False
