Research_Partial_Rank_v0_16,WS_ID,Name,Country,Primary_Ticker,Primary_MIC,Primary_Currency,Primary_Universe_Index,Yahoo_Symbol,Scalable_Tradeability_Status,Yahoo_Symbol_v0_19,Yahoo_Mapping_Status_v0_19,Cache_Status_v0_19,Cache_Reason_v0_19,AsOf,Bars,Bars_Raw,Bars_Used,Excluded_Invalid_Bars,Yahoo_Symbol_Observed,Close_Raw,Close_Tech,EMA20,EMA50,SMA200,ATR14_Wilder_DEV,ATR14_Pct_DEV,R5,R20,R60,High20,High60,High252,Low20,Low60,Dist_EMA20,Dist_EMA50,Dist_SMA200,Dist_High252,Range20_Pct,MedianVolume20_Tech,MedianTurnover20_Native,RVOL20_Current,TrueRange_Current,TrueRange_ATR14_Ratio,Range_Current_Pct,Close_Location_0_1,Gap_Pct,Range5_Pct,Range10_Pct,Range5_to_Range20,TR_Mean5,TR_Mean20,TR_Mean5_to_20,EMA20_Slope5_Pct,EMA50_Slope10_Pct,Consecutive_Close_Above_EMA20,Consecutive_Close_Above_EMA50,Consecutive_Close_Above_SMA200,Days_Since_Cross_Above_EMA20,Days_Since_Cross_Below_EMA20,Days_Since_Cross_Above_EMA50,Days_Since_Cross_Below_EMA50,RecentLow10,PriorLow10,RecentLow10_vs_Prior10_Pct,HigherLow10_Proxy,Distance_Low20_ATR,Distance_Low60_ATR,Distance_High20_ATR,Max_Daily_Return5,Min_Daily_Return5,Max_Daily_Return20,Min_Daily_Return20,Max_TR_Preceding_ATR14_20,Max_Volume_PrecedingMedian20_20,Impulse_Return20_Max,Impulse_Days_Ago,PostImpulse_Min_vs_ImpulseClose,PostImpulse_Latest_vs_ImpulseClose,PostImpulse_Range_Pct,ReturnStd5,ReturnStd20,ReturnStd5_to_20,AsOf_Age_Calendar_Days,Obs_R20_Warning_18pct,Obs_R60_Warning_30pct,HomeMarket_RS_Status,Sector_RS_Status,Feature_Status_v0_19,Core_Feature_Complete_v0_19
344,WS:XSHG:600309,"Wanhua Chemical Group Co., Ltd.",China,600309,XSHG,CNY,CN_CSI300,600309.SS,NOT_VERIFIED,600309.SS,EXPLICIT,READY,,2026-08-21,319,319,319,0,600309.SS,73.9800033569336,73.9800033569336,74.01789803819517,74.04472114597039,77.0092999458313,2.3031352824641207,0.03113186236761998,0.012869693724311349,0.0031186895855401797,0.0017603911374224346,79.0999984741211,79.0999984741211,97.0,72.37000274658203,65.9000015258789,-0.0005119664603555618,-0.0008740365016597362,-0.039336763105605854,-0.23731955302130314,0.09097047069690772,33968230.0,2527177206.1175537,0.6780469892028019,1.6400070190429688,0.7120758522219016,0.02000545133518008,0.31081464221829297,-0.0021288405310447844,0.051635570714882895,0.08948357416595139,0.5676080415909961,1.7900009155273438,2.1770004272460937,0.8222326891279923,-0.0005475819787410519,0.002010117170712089,0,0,0,1,0,1,0,72.4800033569336,72.37000274658203,0.0015199752131660471,True,0.6990473475917687,3.5082619299765607,2.2230544406881845,0.01718776942687139,-0.015699843635993083,0.030243012131664138,-0.030252538722281397,1.3537618232450577,1.2582501790467417,0.030243012131664138,9,-0.06370979470073479,-0.051660026521460733,0.08486085035130324,0.012087062053712882,0.01714652280328495,0.7049278849352026,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
345,WS:ISIN:TW0008046004,NAN YA PRINTED CIRCUIT BOARD CORPORATION,Taiwan,8046,XTAI,TWD,TW_TW50,8046.TW,NOT_VERIFIED,8046.TW,EXPLICIT,READY,,2026-08-21,321,321,321,0,8046.TW,1135.0,1135.0,1156.1535518083224,1085.2306118514136,653.4175,100.85669613260274,0.08886052522696276,-0.13026819923371646,0.022522522522522515,0.33529411764705874,1380.0,1415.0,1415.0,792.0,761.0,-0.018296489921461045,0.04586065634812808,0.7370211235542359,-0.19787985865724378,0.5180616740088105,10674547.5,11978822917.5,1.0918725579531896,95.0,0.9419305176832031,0.08370044052863436,0.3157894736842105,-0.012552301255230103,0.2422907488986784,0.2643171806167401,0.467687074829932,100.0,99.9,1.0010010010010009,0.026836931296339017,0.060566707046606716,0,14,122,12,0,13,18,1080.0,792.0,0.36363636363636354,True,3.400864921740407,3.7082317222475574,2.4291892298145763,0.012711864406779627,-0.052208835341365445,0.10000000000000009,-0.09938524590163933,1.596686028477198,2.381758409788211,0.10000000000000009,7,-0.1027667984189723,-0.1027667984189723,0.21739130434782608,0.028546943711446747,0.06108392837637552,0.4673396827976016,0,False,True,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
346,WS:XTKS:6861,KEYENCE CORP.,Japan,6861,XTKS,JPY,JP_N225,6861.T,NOT_VERIFIED,6861.T,EXPLICIT,READY,,2026-08-21,320,320,320,0,6861.T,79900.0,79900.0,81764.3602190374,78904.6486677239,66007.1,2748.1839320206755,0.03439529326684199,-0.08852384211727127,0.10572931082203163,0.05436790709949846,87920.0,87920.0,87920.0,69950.0,68930.0,-0.02280162425343979,0.012614609520253062,0.21047584275024955,-0.09121929026387621,0.2249061326658323,723550.0,59537595000.0,0.5442609356644323,2000.0,0.7277533270960677,0.02227784730913642,0.6797752808988764,-0.021564010410211942,0.11188986232790989,0.11426783479349187,0.4974958263772955,2536.0,3120.0,0.8128205128205128,0.0010110517279886544,0.03292372757787021,0,17,95,16,2,16,24,78690.0,69950.0,0.12494639027877064,True,3.6205728023029367,3.9917269991219313,2.918290841655231,0.01305712492153166,-0.05325092119339114,0.09358703312191685,-0.05325092119339114,4.403734182453969,3.254682935212236,0.09358703312191685,16,0.0,0.02977187781930657,0.15465910555483955,0.02490699792684881,0.03358561415931268,0.7415972150666345,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
347,WS:US:MCO,Moody's Corporation,,MCO,,USD,US_SP1500,MCO,NOT_VERIFIED,MCO,EXPLICIT,READY,,2026-08-21,329,329,329,0,MCO,503.32000732421875,503.32000732421875,486.54054370891504,478.8067839977351,472.0875500488281,11.576792490274714,0.02300085894025946,0.037858825867373325,0.06748675996652964,0.1146248783007151,506.55999755859375,523.3099975585938,546.8800048828125,470.489990234375,437.510009765625,0.03448728750823782,0.051196482894025896,0.06615818881934143,-0.07965183800773257,0.07166416355267968,763400.0,374920447.29003906,0.8898727862309803,8.1099853515625,0.7005381981559602,0.01611298027804877,0.6004937007992535,0.004450951880832443,0.05845184471517554,0.06614084093716102,0.8156356234062248,11.833990478515625,11.011001586914062,1.0747424187623074,0.009647609242788624,0.009252648696526533,4,11,20,3,4,10,11,473.2699890136719,470.489990234375,0.005908730976214915,True,2.835847417790651,5.6846486290463085,0.27986942299404693,0.02313754922222855,-0.016063135443339593,0.0306680624710034,-0.02241829384937577,1.8641943908114589,1.1704183998042574,0.0306680624710034,19,-0.026401322738214827,0.03572313806566796,0.07422423236163268,0.015247806254501766,0.01314943616700964,1.159578712033044,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
348,WS:US:OKTA,"Okta, Inc.",,OKTA,,USD,US_SP1500,OKTA,NOT_VERIFIED,OKTA,EXPLICIT,READY,,2026-08-21,329,329,329,0,OKTA,135.13999938964844,135.13999938964844,142.61819829226974,134.906384204226,98.20712532043457,6.967164589755974,0.05155516221120873,-0.08336155393536637,-0.02425993220470446,0.5099441272586418,156.38999938964844,157.0,157.0,129.02000427246094,90.13999938964844,-0.052435095886543936,0.0017316836916241307,0.37607122648899094,-0.13923567267739845,0.20253067367768546,2565150.0,369244087.651062,1.1541710240527714,5.4199981689453125,0.7779345670855106,0.040106542795799935,0.636531017299869,0.01162788846162166,0.13430512045625068,0.1827733984001644,0.663134714448186,6.705996704101563,6.606000518798828,1.015137174909111,-0.016149537483756582,0.03505009259856129,0,1,67,16,4,0,1,131.69000244140625,129.02000427246094,0.02069445109695467,True,0.8784054170596038,6.458868513909492,3.050021242679482,0.0073046787476782615,-0.049925661897624485,0.05193478437197552,-0.049925661897624485,1.3896894278754428,1.2871068604009563,0.05193478437197552,6,-0.13417227296285317,-0.12784767956601428,0.15940624352830873,0.023882652082708733,0.027218826222464843,0.8774313736937478,0,False,True,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
349,WS:US:IR,Ingersoll Rand,,IR,,USD,US_SP1500,IR,NOT_VERIFIED,IR,EXPLICIT,READY,,2026-08-21,329,329,329,0,IR,80.51000213623047,80.51000213623047,83.10661427503769,81.8881865167341,82.00274990081788,2.3929428877674574,0.029722305605188952,-0.03395721533495555,-0.046090039328443355,0.13458290832824327,91.77999877929688,91.77999877929688,100.95999908447266,79.16999816894531,69.16000366210938,-0.03124434994083436,-0.016830075730422833,-0.018203630565961304,-0.2025554391213078,0.15662650944927636,4172050.0,366491942.6231384,1.5637969538052343,2.2699966430664062,0.9486213209142837,0.025835322020425853,0.4759637604078788,0.008319627095438653,0.04657806360077656,0.10930322715514754,0.2973830149478043,1.7759979248046875,2.5640491485595702,0.6926536200768252,-0.018346827539930777,0.00406284347853747,0,0,0,30,7,30,3,79.16999816894531,79.55000305175781,-0.004776931090313852,False,0.559981591760988,4.743112981150292,4.709680578119007,0.014874578065544153,-0.022307093569249647,0.05277046858739909,-0.022307093569249647,1.7667432835850563,1.866560945721906,0.05277046858739909,14,-0.0962633523097649,-0.0828206509930034,0.14365459997392552,0.015910113838763007,0.018560112524952436,0.857220764010631,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
350,WS:US:FAST,Fastenal,,FAST,,USD,US_SP1500,FAST,NOT_VERIFIED,FAST,EXPLICIT,READY,,2026-08-21,329,329,329,0,FAST,51.2599983215332,51.2599983215332,50.18188004424407,48.441480664424205,44.91889991760254,1.1123408712895622,0.021699978691226217,0.004703995719643528,0.09017434756467435,0.14368582486743464,52.91999816894531,52.91999816894531,52.91999816894531,46.349998474121094,43.2599983215332,0.021484214547932146,0.058183969987088746,0.1411677137143279,-0.031368100998654946,0.12817011139199172,7440400.0,369203060.691452,0.63872910058599,0.8400001525878906,0.755164333406233,0.016387049943289305,0.7619038968942012,0.0037504663892866663,0.03257897431970424,0.04955125212641845,0.25418542564939856,0.8199996948242188,1.132499885559082,0.7240616138512093,0.012836934000250544,0.03151517812623639,22,22,57,21,25,21,25,50.380001068115234,46.349998474121094,0.08694720014379809,True,4.41411439078008,7.192039964085305,1.492348155370425,0.011843633555631339,-0.015163273719293602,0.03325708696367857,-0.023440748440748393,2.1831006372117416,1.2926307769817766,0.03325708696367857,13,0.0,0.031180834150220438,0.1194930343212256,0.009924134397884574,0.013865554679411671,0.7157401652759314,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
351,WS:US:CTVA,Corteva,,CTVA,,USD,US_SP1500,CTVA,NOT_VERIFIED,CTVA,EXPLICIT,READY,,2026-08-21,329,329,329,0,CTVA,81.79000091552734,81.79000091552734,79.6415587018614,80.87522713584426,76.34255006790161,2.224457846831163,0.027197185743139698,0.0666405919407207,-0.08358542391566004,0.023782720495615584,90.97000122070312,90.97000122070312,90.97000122070312,74.51000213623047,74.41999816894531,0.026976395850169643,0.011310926869442461,0.07135536922437868,-0.10091239070013969,0.20124708277571157,4460450.0,368674677.32925415,1.1264005011685903,2.7000045776367188,1.213780958575139,0.0330114261818542,0.8666666666666667,0.009816244503950688,0.08173377079299156,0.08815257371031379,0.40613642526228944,2.2490020751953126,2.497100830078125,0.9006452795600367,-0.005119574714271491,-0.01935031123443154,2,1,6,1,15,0,15,74.94000244140625,74.51000213623047,0.005771041374949659,True,3.2727070057396457,3.313168085914022,4.126848399601319,0.02932295315757183,-0.008737586936343411,0.02985266459410152,-0.1189836320701706,5.53811291251585,3.6252652759656043,0.02985266459410152,13,-0.03549992166985838,0.04443881324769228,0.09756097085729028,0.015051252786226642,0.032077211130494436,0.4692194943318516,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
352,WS:XSHE:000858,Wuliangye Yibin Co Ltd,China,000858,XSHE,CNY,CN_CSI300,000858.SZ,NOT_VERIFIED,000858.SZ,EXPLICIT,READY,,2026-08-21,319,319,319,0,000858.SZ,71.19000244140625,71.19000244140625,73.99262018310199,76.55262853754971,96.64954982757568,1.533052191908397,0.02153465570071013,-0.03471183130296607,-0.032350105522501504,-0.1263958239339047,78.83999633789062,85.58999633789062,131.85000610351562,71.11000061035156,70.5199966430664,-0.037876990093882235,-0.07005149527312504,-0.26342127233483925,-0.46006826586329563,0.10858260236613033,33438158.5,2483457204.668495,0.5894390984479603,0.9799957275390625,0.6392448559230912,0.012501746862292381,0.08988975945959847,-0.001803263421025325,0.02373932270612332,0.07852221022876822,0.21862915594964794,1.0099990844726563,1.4360000610351562,0.7033419509359822,-0.017260396731827,-0.019975487992894725,0,0,0,9,8,96,95,71.11000061035156,73.41999816894531,-0.031462784203266536,False,0.05218467543175971,0.4370404359852857,4.990041393803687,0.002781985671723053,-0.016271145060910985,0.04509777134794368,-0.018237522583748444,1.8237816415535664,2.0625284723106025,0.04509777134794368,16,-0.09381358638269577,-0.09381358638269577,0.09839607901939747,0.00818008504952298,0.015132998100295805,0.5405462285337288,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
353,WS:US:NUE,Nucor,,NUE,,USD,US_SP1500,NUE,NOT_VERIFIED,NUE,EXPLICIT,READY,,2026-08-21,329,329,329,0,NUE,243.6300048828125,243.6300048828125,257.9021924006571,249.30664012245364,200.61034973144533,9.49489327791617,0.0389725940467935,-0.0940091422223982,-0.015874909979553875,-0.011522685616200179,280.1099853515625,280.1099853515625,280.1099853515625,238.6199951171875,214.61000061035156,-0.05533953544556314,-0.022769691320106533,0.2144438470345975,-0.13023448779580082,0.1702991807365104,1395000.0,368414043.8354492,2.0401267159450898,11.889999389648438,1.2522520308156553,0.04593031325016272,0.21894653016030588,0.01833833890743186,0.14054094137889395,0.15999675821981674,0.825259057448674,14.269998168945312,9.832999420166015,1.4512355344677104,-0.013801234898912718,0.024934597775052136,0,0,130,22,2,23,2,238.6199951171875,244.0399932861328,-0.022209466964664526,False,0.5276530887690546,3.0563802481021582,3.8420632439963778,0.014019519401773373,-0.05848062684229993,0.07165333036029287,-0.05848062684229993,4.102665525395298,3.3589965397923875,0.07165333036029287,18,-0.09464648690531396,-0.0827874054612242,0.15620055341116262,0.03173468938922212,0.028429380945201994,1.1162638205309907,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
354,WS:XSHG:600150,China CSSC Holdings Limited,China,600150,XSHG,CNY,CN_CSI300,600150.SS,NOT_VERIFIED,600150.SS,EXPLICIT,READY,,2026-08-21,319,319,319,0,600150.SS,33.68000030517578,33.68000030517578,33.943727235485326,34.59870482871333,35.2264501953125,0.9406119208825803,0.02792790713656946,0.007779836938233808,0.018753747916830266,-0.11786275442721694,35.36000061035156,38.459999084472656,43.41999816894531,32.59000015258789,32.099998474121094,-0.007769533630762826,-0.02655314781538065,-0.04390024772755852,-0.22432054985059247,0.08224466842828358,73646833.5,2481274090.6433296,1.0322330423072432,1.2000007629394531,1.2757660585605668,0.035629476011466744,0.9083328829874147,-0.004849949659643249,0.03681715163987808,0.0798693171714609,0.44765396156934134,0.7720016479492188,0.7899995803833008,0.9772177949444611,-0.010610868755442149,-0.013417088002406263,0,0,0,17,8,12,11,32.59000015258789,32.90999984741211,-0.009723479073470154,False,1.1588202619898105,1.6797595224735882,1.7860716708750934,0.02091538622622613,-0.01045094867951002,0.037025912261056115,-0.024691374250367715,1.3034151083370595,1.2387823275833276,0.037025912261056115,17,-0.05010071657655679,-0.030233206187740058,0.07975814840984898,0.012491239693899241,0.014543043265422023,0.8589151160403125,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
355,WS:XTKS:5802,"SUMITOMO ELECTRIC IND., LTD.",Japan,5802,XTKS,JPY,JP_N225,5802.T,NOT_VERIFIED,5802.T,EXPLICIT,READY,,2026-08-21,320,320,320,0,5802.T,2178.5,2178.5,2250.3130138640718,1977.6070944827854,901.86875,157.17348368224998,0.07214757111877437,-0.08696563285834036,-0.1327627388535032,1.9010403662089055,2584.0,3019.0,3019.0,1973.0,613.5625,-0.031912455476920454,0.10158383132709958,1.415539955231845,-0.2784034448492878,0.280468212072527,26648850.0,58993153275.0,0.5707450790559443,83.5,0.5312600958111223,0.03603396832683039,0.554140127388535,-0.03628577867928784,0.20610511820059674,0.24168005508377324,0.7348608837970539,135.6,162.275,0.8356185487598212,0.00993565008102637,0.08111506182539285,0,48,121,7,2,47,50,2057.5,1973.0,0.042828180435884544,True,1.3074724513674927,9.956752648963093,2.5799517227713786,0.03646269907795463,-0.08658813804505061,0.09715475364330328,-0.08981657179000635,1.9812717457736007,3.0186849025317577,0.09715475364330328,11,-0.10204511912291803,-0.0813830908707569,0.222011385199241,0.0451599527925375,0.05022596959502376,0.899135510108934,0,False,True,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
356,WS:US:UAL,United Airlines Holdings,,UAL,,USD,US_SP1500,UAL,NOT_VERIFIED,UAL,EXPLICIT,READY,,2026-08-21,329,329,329,0,UAL,113.16999816894531,113.16999816894531,121.40305066292936,119.86906023332864,107.50764980316163,4.169591147899494,0.03684360886597293,-0.0970958873824882,-0.04312165907565435,0.004883638864766171,135.3699951171875,138.77000427246094,138.77000427246094,110.95999908447266,101.7699966430664,-0.06781586170221354,-0.055886498578894384,0.0526692600587122,-0.1844779513968493,0.21569317334683077,3026850.0,366313876.4640808,1.1102301072071625,2.7900009155273438,0.6691305733735684,0.01855614127505879,0.36666533454919326,0.02497539108757496,0.12538661015283192,0.1549880816410621,0.5813193260002368,3.7279983520507813,4.204499435424805,0.8866687721826558,-0.028923249468879697,0.001780911148633768,0,0,62,8,4,20,3,110.95999908447266,118.5999984741211,-0.06441820816140664,False,0.5300277667718051,2.734081381485535,5.324262298337292,0.013069547009562088,-0.0351528738792144,0.05818839076936966,-0.04476686887663939,1.8597287004227032,1.3547086905528851,0.05818839076936966,14,-0.12991666317057882,-0.11854506809765009,0.1901238114242325,0.01901955314522763,0.028241992530476573,0.6734494078172141,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
357,WS:US:AKAM,Akamai Technologies,,AKAM,,USD,US_SP1500,AKAM,NOT_VERIFIED,AKAM,EXPLICIT,READY,,2026-08-21,329,329,329,0,AKAM,110.41999816894531,110.41999816894531,117.31025335192781,120.01741967682756,108.39885005950927,5.833006698381319,0.05282563661572132,-0.116569325096753,-0.04290547334483241,-0.2354773678011749,127.04000091552734,164.8000030517578,165.4499969482422,107.11000061035156,107.11000061035156,-0.0587353192590242,-0.07996690425211062,0.018645475559255997,-0.3326080374393233,0.18049267012921327,3065950.0,361519181.6131592,0.9742171325051759,2.9200057983398438,0.500600453476276,0.026444537645003065,0.28424663797810995,0.0015442438368156175,0.14571639407806414,0.17859084901025843,0.8073258264379762,5.0800018310546875,6.019000244140625,0.8439942889186566,-0.019500749285408014,-0.010273542178982908,0,0,130,7,3,7,3,107.31999969482422,107.11000061035156,0.0019605926923349504,True,0.567459927572565,0.567459927572565,2.8493028734553216,0.0029975641932245,-0.06318617707838803,0.06432061291355429,-0.06756644394798861,2.7503813600837885,2.6527309727309727,0.06432061291355429,9,-0.06425843680355026,-0.061453491399600546,0.16761581780655915,0.02417676718011868,0.037427382190968556,0.6459646858751632,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
358,WS:US:ELV,Elevance Health,,ELV,,USD,US_SP1500,ELV,NOT_VERIFIED,ELV,EXPLICIT,READY,,2026-08-21,329,329,329,0,ELV,400.5400085449219,400.5400085449219,393.8423989233119,390.7094365553158,355.15529998779294,10.673268726448889,0.026647197530210883,0.0005495633909822217,0.06052747382031631,0.023169099282029704,404.7200012207031,436.239990234375,436.239990234375,362.9800109863281,362.9800109863281,0.017005811563000517,0.025160825590180735,0.12778834655906546,-0.08183564663632259,0.10420929081718368,926400.0,361842173.4313965,0.8152374914143816,8.209991455078125,0.7692106013159173,0.018799617063603176,0.4754339535468078,0.001715939936095534,0.040869812672787095,0.04713637709101673,0.39218972082331677,9.23800048828125,10.305496215820312,0.8964149124716271,0.005429873439366739,0.008062492628184037,4,13,86,3,4,12,22,385.8399963378906,362.9800109863281,0.06297863424888028,True,3.5190716659759738,3.5190716659759738,0.39163191548087056,0.02057707815765908,-0.025179898344875773,0.035026429191468145,-0.025276747264411314,1.7705136298416864,1.3054225587351074,0.035026429191468145,12,-0.0025559759353867006,0.02377062300041377,0.08754217578699534,0.017339295926649054,0.015845120953955943,1.0942987419935137,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
359,WS:US:KEYS,Keysight Technologies,,KEYS,,USD,US_SP1500,KEYS,NOT_VERIFIED,KEYS,EXPLICIT,READY,,2026-08-21,329,329,329,0,KEYS,316.1300048828125,316.1300048828125,332.81504113237577,331.46673388744586,281.52344924926757,14.68105793214592,0.04643993833356027,-0.11651109940208337,-0.007970654400772048,-0.0906658696017616,366.4100036621094,374.9630126953125,374.9630126953125,293.54998779296875,293.54998779296875,-0.050133059469889996,-0.0462692856829523,0.122926014603151,-0.1569034966665006,0.23047485130729492,1138400.0,356546840.6021118,1.0548137737174983,12.46002197265625,0.8487141751122411,0.03941423395503096,0.47030542016703814,0.008562103476869032,0.17758521425148577,0.17758521425148577,0.7705188364118272,19.307000732421876,14.834249877929688,1.3015151349949095,-0.008112611944911419,0.010915304791931257,0,0,130,14,2,13,2,310.2699890136719,293.54998779296875,0.05695793532955351,True,1.5380374625729198,1.5380374625729198,3.424821222808667,0.009306317433637412,-0.0631964451406708,0.06011362485745697,-0.0631964451406708,2.765021701182577,3.7841031149301827,0.06011362485745697,13,-0.0735845330856918,-0.0735845330856918,0.16451768917786766,0.03314845851479786,0.031127760900589545,1.0649162533939294,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
360,WS:US:KHC,Kraft Heinz,,KHC,,USD,US_SP1500,KHC,NOT_VERIFIED,KHC,EXPLICIT,READY,,2026-08-21,329,329,329,0,KHC,25.579999923706055,25.579999923706055,25.406191526241873,25.02499715829793,23.978749990463257,0.7245961595581926,0.028326667776362228,0.0027440099645694715,-0.0035060441106505857,0.049220705670513176,28.09000015258789,28.09000015258789,28.100000381469727,24.100000381469727,22.0049991607666,0.006841182681184499,0.02217793520204636,0.06677787348713515,-0.08967973037557186,0.1559812268576461,13934100.0,360300430.34477234,0.5995579190618698,0.3299999237060547,0.45542599053694305,0.012900700730660674,0.3939369418836517,0.005475142405917843,0.04808442321754802,0.07075838433701404,0.30827057964758503,0.6389999389648438,0.8039499282836914,0.7948255438358078,-0.002022137447716732,0.002885758607633182,3,3,37,2,4,2,4,24.100000381469727,24.639999389648438,-0.021915544705961798,False,2.0425164040873844,4.933783757726836,3.463998802329088,0.0346495012460013,-0.029792247042843223,0.04118992951902878,-0.044895063026407,2.2640650940294123,1.8669548348848641,0.04118992951902878,18,-0.10146515120244715,-0.06300363961254407,0.1461538418543845,0.022977102416494748,0.02435134560127849,0.9435660268107898,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
361,WS:XSHG:688126,"National Silicon Industry Group Co.,Ltd.",China,688126,XSHG,CNY,CN_CSI300,688126.SS,NOT_VERIFIED,688126.SS,EXPLICIT,READY,,2026-08-21,319,319,319,0,688126.SS,24.6299991607666,24.6299991607666,26.23996224125347,27.411413252698456,23.941550025939943,2.000724282398403,0.08123119571946144,-0.049034767431233584,-0.04608832486919667,-0.19536103660065496,29.09000015258789,43.869998931884766,43.869998931884766,22.34000015258789,22.34000015258789,-0.061355388612402195,-0.1014691970198962,0.02875541199633047,-0.43856850329518726,0.27405603857072597,93816116.5,2420134993.968586,0.6822495898132812,1.2199993133544922,0.6097788306402704,0.04953306353732413,0.5737698766945317,0.0,0.209500609956639,0.209500609956639,0.7644444218388311,1.8000003814697265,1.688500213623047,1.0660350333077138,-0.007896725052113251,-0.026226490901209765,0,0,13,4,1,3,2,23.93000030517578,22.34000015258789,0.07117279058763581,True,1.1445850027038884,1.1445850027038884,2.229193213207162,0.036940362188434994,-0.08426966051338391,0.07052898096975313,-0.08426966051338391,1.238757127879575,1.7019915531269876,0.07052898096975313,12,-0.041176440669041026,-0.0341176799699372,0.21137252508425244,0.05213223349425217,0.04193852996476602,1.2430629671104405,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
362,WS:XTAI:3711,"ASE TECHNOLOGY HOLDING CO., LTD.",Taiwan,3711,XTAI,TWD,TW_TW50,3711.TW,NOT_VERIFIED,3711.TW,EXPLICIT,READY,,2026-08-21,321,321,321,0,3711.TW,587.0,587.0,603.1217907951997,599.236317870655,421.9075,33.88532908253685,0.05772628463805255,-0.04707792207792205,-0.04241435562805873,-0.06379585326953752,643.0,729.0,729.0,465.5,465.5,-0.026730572566352695,-0.020419853579862868,0.3913002257603857,-0.19478737997256512,0.3023850085178876,18802160.5,11513016444.5,0.665350771790295,14.0,0.4131581536628795,0.02385008517887564,0.5714285714285714,-0.0016949152542372614,0.13458262350936967,0.13458262350936967,0.44507042253521123,27.6,35.675,0.7736510161177296,-0.009152700154638982,0.007479575842629149,0,0,122,9,3,9,3,564.0,465.5,0.2116004296455425,True,3.58562254785999,3.58562254785999,1.652632614651518,0.00340136054421758,-0.026016260162601612,0.0990990990990992,-0.09927797833935015,1.6139816013348571,2.272283265835809,0.0990990990990992,14,-0.040983606557377095,-0.03770491803278686,0.12950819672131147,0.012240609247958372,0.0498288940919185,0.24565283799753476,0,False,False,NOT_IMPLEMENTED_V0_19,NOT_IMPLEMENTED_V0_19,DEV_AUGMENTED_FEATURES_THRESHOLD_NEUTRAL,True
