Research_Partial_Rank_v0_16,WS_ID,Name,Country,Primary_Ticker,Primary_MIC,Primary_Currency,Primary_Universe_Index,AsOfRaw_v0_18,AsOfParsedUTC_v0_18,FeatureRowMatched_v0_18,AsOfValid_v0_18,CoreFeatureComplete_v0_18,PersistentFeatureUsable_v0_18,PriorV017DataError_v0_18,IntegrityStatus_v0_18,QuarantineReason_v0_18,P0QualificationAllowed_v0_18,P0Survivor_v0_18,TradingDecisionAllowed_v0_18,P0ObservationOnly_v0_18
1007,WS:XSHG:601868,China Energy Engineering Corporation Limited,China,601868,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1008,WS:US:WEX,WEX Inc.,,WEX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1009,WS:US:MMSI,"Merit Medical Systems, Inc.",,MMSI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1010,WS:US:CFR,Frost Bank,,CFR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1011,WS:US:VFC,VF Corporation,,VFC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1012,WS:US:ALSN,Allison Transmission,,ALSN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1013,WS:XSHG:600482,"China Shipbuilding Industry Group Power Co.,Ltd",China,600482,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1014,WS:US:CCK,Crown Holdings,,CCK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1015,WS:US:KGS,"Kodiak Gas Services, Inc.",,KGS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1016,WS:XSHE:300015,Aier Eye Hospital Group Co Ltd,China,300015,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1017,WS:US:WH,Wyndham Hotels & Resorts,,WH,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1018,WS:SRC:ZA_TOP40:1A460F7B08BC8A81,Anglogold Ashanti,South Africa,,XJSE,ZAR,ZA_TOP40,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1019,WS:XSHG:600930,Huadian New Energy Group Corporation Limited,China,600930,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1020,WS:US:MTRN,Materion Corp.,,MTRN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1021,WS:US:NWSA,News Corp (Class A),,NWSA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1022,WS:US:GMED,Globus Medical,,GMED,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1023,WS:US:ARWR,Arrowhead Pharmaceuticals,,ARWR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1024,WS:ISIN:TW0002357001,ASUSTEK COMPUTER INC.,Taiwan,2357,XTAI,TWD,TW_TW50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1025,WS:US:RAL,Ralliant Corp,,RAL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1026,WS:US:FRT,Federal Realty Investment Trust,,FRT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1027,WS:US:CHRD,Chord Energy,,CHRD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1028,WS:US:GME,GameStop,,GME,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1029,WS:BVMF:B3SA3,B3SA3,Brazil,B3SA3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1030,WS:XSHG:600926,"BANK OF HANGZHOU CO., LTD",China,600926,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1031,WS:ISIN:INE062A01020,State Bank of India,India,SBIN,XNSE,INR,IN_NIFTY50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1032,WS:BVMF:ABEV3,ABEV3,Brazil,ABEV3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1033,WS:US:TTEK,Tetra Tech,,TTEK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1034,WS:US:KIM,Kimco Realty,,KIM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1035,WS:XTKS:8802,"MITSUBISHI ESTATE CO., LTD.",Japan,8802,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1036,WS:XTKS:7269,SUZUKI MOTOR CORP.,Japan,7269,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1037,WS:US:ADC,Agree Realty,,ADC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1038,WS:US:CR,Crane,,CR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1039,WS:XTKS:8801,"MITSUI FUDOSAN CO., LTD.",Japan,8801,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1040,WS:US:LAD,Lithia Motors,,LAD,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1041,WS:US:SHAK,"Shake Shack, Inc.",,SHAK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1042,WS:US:AMG,Affiliated Managers Group,,AMG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1043,WS:XTKS:4503,ASTELLAS PHARMA INC.,Japan,4503,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1044,WS:US:ZION,Zions Bancorporation,,ZION,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1045,WS:US:AOS,A. O. Smith,,AOS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1046,WS:XSHG:601229,"Bank of Shanghai Co., Ltd.",China,601229,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1047,WS:US:BIO,Bio-Rad Laboratories,,BIO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1048,WS:US:AGCO,AGCO,,AGCO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1049,WS:US:WPC,W. P. Carey,,WPC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1050,WS:XSHE:001979,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD",China,001979,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1051,WS:US:HXL,Hexcel,,HXL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1052,WS:XSHG:601698,"China Satellite Communications Co.,Ltd.",China,601698,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1053,WS:US:VAL,Valaris,,VAL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1054,WS:US:SEDG,SolarEdge,,SEDG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1055,WS:US:YOU,"Clear Secure, Inc.",,YOU,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1056,WS:US:RRC,Range Resources,,RRC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1057,WS:US:MYRG,"MYR Group, Inc.",,MYRG,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1058,WS:US:ALGM,Allegro MicroSystems,,ALGM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1059,WS:US:ACA,"Arcosa, Inc.",,ACA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1060,WS:US:ESS,Essex Property Trust,,ESS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1061,WS:ISIN:INE758T01015,Eternal Ltd.,India,ETERNAL,XNSE,INR,IN_NIFTY50,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1062,WS:XSHG:600196,Shanghai Fosun Pharmaceutical (Group) Co Ltd,China,600196,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1063,WS:XSHG:603288,Foshan Haitian Flavouring and Food Company Ltd.,China,603288,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1064,WS:US:CENX,Century Aluminum Company,,CENX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1065,WS:US:REXR,Rexford Industrial Realty,,REXR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1066,WS:US:MGY,"Magnolia Oil & Gas, Corp.",,MGY,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1067,WS:US:AYI,Acuity Brands,,AYI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1068,WS:US:VLY,Valley Bank,,VLY,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1069,WS:US:ENS,EnerSys,,ENS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1070,WS:US:LNC,Lincoln Financial,,LNC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1071,WS:US:VOYA,Voya Financial,,VOYA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1072,WS:XSHE:300316,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",China,300316,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1073,WS:XSHG:600760,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,China,600760,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1074,WS:XTKS:8604,"NOMURA HOLDINGS, INC.",Japan,8604,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1075,WS:XASX:NST,Northern Star Resources,Australia,NST,XASX,AUD,AU_ASX200,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1076,WS:US:AIT,Applied Industrial Technologies,,AIT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1077,WS:US:CZR,Caesars Entertainment,,CZR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1078,WS:US:OHI,Omega Healthcare Investors,,OHI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1079,WS:XSHG:688271,"Shanghai United Imaging Healthcare Co., Ltd.",China,688271,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1080,WS:US:CHDN,Churchill Downs Inc.,,CHDN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1081,WS:XSHG:688506,"Sichuan Biokin Pharmaceutical Co.,Ltd.",China,688506,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1082,WS:XSHE:300628,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,China,300628,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1083,WS:US:DOCS,Doximity,,DOCS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1084,WS:XSHG:600000,Shanghai Pudong Development Bank Co Ltd,China,600000,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1085,WS:XTKS:4307,"NOMURA RESEARCH INSTITUTE, LTD.",Japan,4307,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1086,WS:US:LSTR,Landstar System,,LSTR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1087,WS:XSHE:300896,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",China,300896,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1088,WS:US:SSB,South State Bank,,SSB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1089,WS:US:RHP,Ryman Hospitality Properties,,RHP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1090,WS:XSHG:601066,"China Securities Co., Ltd.",China,601066,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1091,WS:BVMF:PETR3,PETR3,Brazil,PETR3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1092,WS:US:LPX,Louisiana-Pacific,,LPX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1093,WS:US:ONB,Old National Bank,,ONB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1094,WS:XSHG:600346,"Hengli Petrochemical Co.,Ltd.",China,600346,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1095,WS:XSHG:601818,China Everbright Bank Co Ltd,China,601818,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1096,WS:XSHG:600570,Hundsun Technologies Inc.,China,600570,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1097,WS:US:KNSL,Kinsale Capital Group,,KNSL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1098,WS:US:CPT,Camden Property Trust,,CPT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1099,WS:US:G,Genpact,,G,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1100,WS:US:PTEN,"Patterson-UTI Energy, Inc.",,PTEN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1101,WS:XSHG:600019,Baoshan Iron &Steel Co Ltd,China,600019,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1102,WS:US:SPXC,SPX Technologies,,SPXC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1103,WS:US:EXP,Eagle Materials,,EXP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1104,WS:US:ELS,Equity Lifestyle Properties,,ELS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1105,WS:US:TREX,Trex,,TREX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1106,WS:XSHG:600795,GD Power Development Co Ltd,China,600795,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1107,WS:US:CHE,Chemed Corp.,,CHE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1108,WS:US:CNK,"Cinemark Holdings, Inc.",,CNK,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1109,WS:US:WTFC,Wintrust Financial,,WTFC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1110,WS:US:EGP,EastGroup Properties,,EGP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1111,WS:XTKS:9107,"KAWASAKI KISEN KAISHA, LTD.",Japan,9107,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1112,WS:XSHG:600066,Zhengzhou Yutong Bus Co Ltd,China,600066,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1113,WS:XSHG:601898,China Coal Energy Co Ltd,China,601898,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1114,WS:US:COLB,Columbia Banking System,,COLB,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1115,WS:US:ACI,Albertsons,,ACI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1116,WS:US:LKQ,LKQ Corporation,,LKQ,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1117,WS:US:WHR,Whirlpool Corporation,,WHR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1118,WS:BVMF:PRIO3,PRIO3,Brazil,PRIO3,BVMF,BRL,BR_IBRX100,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1119,WS:US:PEN,"Penumbra, Inc.",,PEN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1120,WS:US:VMI,Valmont Industries,,VMI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1121,WS:US:RUN,Sunrun,,RUN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1122,WS:US:BXP,"BXP, Inc.",,BXP,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1123,WS:US:CINF,Cincinnati Financial,,CINF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1124,WS:US:EWBC,East West Bancorp,,EWBC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1125,WS:SRC:ZA_TOP40:119B9827CB58256B,Valterra Platinum,South Africa,,XJSE,ZAR,ZA_TOP40,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1126,WS:US:CUBE,CubeSmart,,CUBE,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1127,WS:US:ORA,Ormat Technologies,,ORA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1128,WS:XSHG:601169,Bank of Beijing Co Ltd,China,601169,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1129,WS:XTKS:8267,"AEON CO., LTD.",Japan,8267,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1130,WS:US:RGA,Reinsurance Group of America,,RGA,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1131,WS:US:SARO,StandardAero,,SARO,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1132,WS:US:RNR,RenaissanceRe,,RNR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1133,WS:US:VSEC,VSE Corporation,,VSEC,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1134,WS:US:INDV,Indivior,,INDV,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1135,WS:US:PARR,"Par Pacific Holdings, Inc.",,PARR,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1136,WS:XTKS:7832,BANDAI NAMCO HOLDINGS INC.,Japan,7832,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1137,WS:US:HRL,Hormel Foods,,HRL,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1138,WS:US:APPF,AppFolio,,APPF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1139,WS:US:SF,Stifel,,SF,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1140,WS:XTKS:7272,"YAMAHA MOTOR CO., LTD.",Japan,7272,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1141,WS:US:TFX,Teleflex,,TFX,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1142,WS:XTKS:7453,"RYOHIN KEIKAKU CO., LTD.",Japan,7453,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1143,WS:XASX:FMG,Fortescue,Australia,FMG,XASX,AUD,AU_ASX200,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1144,WS:XSHE:300251,Beijing Enlight Media Co Ltd,China,300251,XSHE,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1145,WS:XTKS:4755,"RAKUTEN GROUP, INC.",Japan,4755,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1146,WS:US:JBTM,JBT Marel Corporation,,JBTM,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1147,WS:US:RHI,Robert Half,,RHI,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1148,WS:XSHG:601009,Bank of Nanjing Co Ltd,China,601009,XSHG,CNY,CN_CSI300,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1149,WS:XTKS:9020,EAST JAPAN RAILWAY CO.,Japan,9020,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1150,WS:SRC:ZA_TOP40:EAB90E933A288100,Naspers,South Africa,,XJSE,ZAR,ZA_TOP40,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1151,WS:US:FIVN,"Five9, Inc.",,FIVN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1152,WS:US:CVLT,CommVault Systems,,CVLT,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1153,WS:US:EXLS,EXL Service,,EXLS,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1154,WS:US:RYAN,Ryan Specialty,,RYAN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1155,WS:US:L,Loews Corporation,,L,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1156,WS:XTKS:7270,SUBARU CORP.,Japan,7270,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1157,WS:XTKS:4452,KAO CORP.,Japan,4452,XTKS,JPY,JP_N225,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
1158,WS:US:LUMN,Lumen Technologies,,LUMN,,USD,US_SP1500,2026-08-21,2026-08-21T00:00:00Z,True,True,True,True,False,USABLE,,False,False,False,True
